"Plot Title: 21474967"
"#","Date Time, GMT-06:00","Temp, °C (LGR S/N: 21474967, SEN S/N: 21474967)","Host Connected (LGR S/N: 21474967)","Coupler Detached (LGR S/N: 21474967)","Coupler Attached (LGR S/N: 21474967)","Stopped (LGR S/N: 21474967)","End Of File (LGR S/N: 21474967)"
527,08/11/22 01:33:30 PM,29.452,,,,,
528,08/11/22 02:33:30 PM,24.738,,,,,
529,08/11/22 03:33:30 PM,20.329,,,,,
530,08/11/22 04:33:30 PM,14.709,,,,,
531,08/11/22 05:33:30 PM,15.282,,,,,
532,08/11/22 06:33:30 PM,14.804,,,,,
533,08/11/22 07:33:30 PM,13.846,,,,,
534,08/11/22 08:33:30 PM,12.110,,,,,
535,08/11/22 09:33:30 PM,10.944,,,,,
536,08/11/22 10:33:30 PM,9.768,,,,,
537,08/11/22 11:33:30 PM,8.978,,,,,
538,08/12/22 12:33:30 AM,8.481,,,,,
539,08/12/22 01:33:30 AM,8.082,,,,,
540,08/12/22 02:33:30 AM,8.082,,,,,
541,08/12/22 03:33:30 AM,7.782,,,,,
542,08/12/22 04:33:30 AM,7.481,,,,,
543,08/12/22 05:33:30 AM,7.079,,,,,
544,08/12/22 06:33:30 AM,6.674,,,,,
545,08/12/22 07:33:30 AM,7.381,,,,,
546,08/12/22 08:33:30 AM,10.846,,,,,
547,08/12/22 09:33:30 AM,15.187,,,,,
548,08/12/22 10:33:30 AM,20.710,,,,,
549,08/12/22 11:33:30 AM,26.195,,,,,
550,08/12/22 12:33:30 PM,27.764,,,,,
551,08/12/22 01:33:30 PM,27.173,,,,,
552,08/12/22 02:33:30 PM,28.060,,,,,
553,08/12/22 03:33:30 PM,21.569,,,,,
554,08/12/22 04:33:30 PM,17.760,,,,,
555,08/12/22 05:33:30 PM,18.045,,,,,
556,08/12/22 06:33:30 PM,16.427,,,,,
557,08/12/22 07:33:30 PM,14.134,,,,,
558,08/12/22 08:33:30 PM,12.883,,,,,
559,08/12/22 09:33:30 PM,12.013,,,,,
560,08/12/22 10:33:30 PM,11.528,,,,,
561,08/12/22 11:33:30 PM,10.944,,,,,
562,08/13/22 12:33:30 AM,9.571,,,,,
563,08/13/22 01:33:30 AM,8.680,,,,,
564,08/13/22 02:33:30 AM,8.082,,,,,
565,08/13/22 03:33:30 AM,7.582,,,,,
566,08/13/22 04:33:30 AM,7.079,,,,,
567,08/13/22 05:33:30 AM,6.877,,,,,
568,08/13/22 06:33:30 AM,6.166,,,,,
569,08/13/22 07:33:30 AM,6.978,,,,,
570,08/13/22 08:33:30 AM,10.748,,,,,
571,08/13/22 09:33:30 AM,15.091,,,,,
572,08/13/22 10:33:30 AM,19.092,,,,,
573,08/13/22 11:33:30 AM,21.091,,,,,
574,08/13/22 12:33:30 PM,22.238,,,,,
575,08/13/22 01:33:30 PM,23.869,,,,,
576,08/13/22 02:33:30 PM,19.377,,,,,
577,08/13/22 03:33:30 PM,19.472,,,,,
578,08/13/22 04:33:30 PM,14.421,,,,,
579,08/13/22 05:33:30 PM,15.664,,,,,
580,08/13/22 06:33:30 PM,14.517,,,,,
581,08/13/22 07:33:30 PM,12.787,,,,,
582,08/13/22 08:33:30 PM,11.528,,,,,
583,08/13/22 09:33:30 PM,10.748,,,,,
584,08/13/22 10:33:30 PM,9.669,,,,,
585,08/13/22 11:33:30 PM,8.879,,,,,
586,08/14/22 12:33:30 AM,8.182,,,,,
587,08/14/22 01:33:30 AM,8.182,,,,,
588,08/14/22 02:33:30 AM,7.782,,,,,
589,08/14/22 03:33:30 AM,7.682,,,,,
590,08/14/22 04:33:30 AM,7.280,,,,,
591,08/14/22 05:33:30 AM,6.978,,,,,
592,08/14/22 06:33:30 AM,6.573,,,,,
593,08/14/22 07:33:30 AM,7.682,,,,,
594,08/14/22 08:33:30 AM,10.553,,,,,
595,08/14/22 09:33:30 AM,14.900,,,,,
596,08/14/22 10:33:30 AM,18.996,,,,,
597,08/14/22 11:33:30 AM,23.100,,,,,
598,08/14/22 12:33:30 PM,20.805,,,,,
599,08/14/22 01:33:30 PM,22.429,,,,,
600,08/14/22 02:33:30 PM,19.567,,,,,
601,08/14/22 03:33:30 PM,19.662,,,,,
602,08/14/22 04:33:30 PM,18.996,,,,,
603,08/14/22 05:33:30 PM,13.846,,,,,
604,08/14/22 06:33:30 PM,13.269,,,,,
605,08/14/22 07:33:30 PM,12.304,,,,,
606,08/14/22 08:33:30 PM,11.528,,,,,
607,08/14/22 09:33:30 PM,10.748,,,,,
608,08/14/22 10:33:30 PM,10.259,,,,,
609,08/14/22 11:33:30 PM,9.472,,,,,
610,08/15/22 12:33:30 AM,8.680,,,,,
611,08/15/22 01:33:30 AM,8.182,,,,,
612,08/15/22 02:33:30 AM,7.882,,,,,
613,08/15/22 03:33:30 AM,7.782,,,,,
614,08/15/22 04:33:30 AM,7.782,,,,,
615,08/15/22 05:33:30 AM,7.682,,,,,
616,08/15/22 06:33:30 AM,7.782,,,,,
617,08/15/22 07:33:30 AM,7.782,,,,,
618,08/15/22 08:33:30 AM,8.581,,,,,
619,08/15/22 09:33:30 AM,11.431,,,,,
620,08/15/22 10:33:30 AM,16.618,,,,,
621,08/15/22 11:33:30 AM,20.234,,,,,
622,08/15/22 12:33:30 PM,24.351,,,,,
623,08/15/22 01:33:30 PM,24.738,,,,,
624,08/15/22 02:33:30 PM,17.855,,,,,
625,08/15/22 03:33:30 PM,10.748,,,,,
626,08/15/22 04:33:30 PM,12.497,,,,,
627,08/15/22 05:33:30 PM,11.236,,,,,
628,08/15/22 06:33:30 PM,11.041,,,,,
629,08/15/22 07:33:30 PM,10.161,,,,,
630,08/15/22 08:33:30 PM,9.275,,,,,
631,08/15/22 09:33:30 PM,8.879,,,,,
632,08/15/22 10:33:30 PM,8.680,,,,,
633,08/15/22 11:33:30 PM,8.382,,,,,
634,08/16/22 12:33:30 AM,8.282,,,,,
635,08/16/22 01:33:30 AM,8.082,,,,,
636,08/16/22 02:33:30 AM,7.983,,,,,
637,08/16/22 03:33:30 AM,7.882,,,,,
638,08/16/22 04:33:30 AM,7.882,,,,,
639,08/16/22 05:33:30 AM,7.782,,,,,
640,08/16/22 06:33:30 AM,7.682,,,,,
641,08/16/22 07:33:30 AM,7.782,,,,,
642,08/16/22 08:33:30 AM,9.176,,,,,
643,08/16/22 09:33:30 AM,11.236,,,,,
644,08/16/22 10:33:30 AM,11.528,,,,,
645,08/16/22 11:33:30 AM,11.139,,,,,
646,08/16/22 12:33:30 PM,12.304,,,,,
647,08/16/22 01:33:30 PM,12.013,,,,,
648,08/16/22 02:33:30 PM,10.651,,,,,
649,08/16/22 03:33:30 PM,10.063,,,,,
650,08/16/22 04:33:30 PM,9.866,,,,,
651,08/16/22 05:33:30 PM,8.879,,,,,
652,08/16/22 06:33:30 PM,8.282,,,,,
653,08/16/22 07:33:30 PM,7.682,,,,,
654,08/16/22 08:33:30 PM,7.179,,,,,
655,08/16/22 09:33:30 PM,6.775,,,,,
656,08/16/22 10:33:30 PM,6.370,,,,,
657,08/16/22 11:33:30 PM,6.064,,,,,
658,08/17/22 12:33:30 AM,5.860,,,,,
659,08/17/22 01:33:30 AM,5.347,,,,,
660,08/17/22 02:33:30 AM,4.311,,,,,
661,08/17/22 03:33:30 AM,3.683,,,,,
662,08/17/22 04:33:30 AM,3.578,,,,,
663,08/17/22 05:33:30 AM,3.367,,,,,
664,08/17/22 06:33:30 AM,3.049,,,,,
665,08/17/22 07:33:30 AM,3.261,,,,,
666,08/17/22 08:33:30 AM,6.573,,,,,
667,08/17/22 09:33:30 AM,10.748,,,,,
668,08/17/22 10:33:30 AM,14.709,,,,,
669,08/17/22 11:33:30 AM,18.521,,,,,
670,08/17/22 12:33:30 PM,21.951,,,,,
671,08/17/22 01:33:30 PM,25.125,,,,,
672,08/17/22 02:33:30 PM,26.488,,,,,
673,08/17/22 03:33:30 PM,21.855,,,,,
674,08/17/22 04:33:30 PM,21.664,,,,,
675,08/17/22 05:33:30 PM,18.806,,,,,
676,08/17/22 06:33:30 PM,16.046,,,,,
677,08/17/22 07:33:30 PM,13.750,,,,,
678,08/17/22 08:33:30 PM,10.748,,,,,
679,08/17/22 09:33:30 PM,9.472,,,,,
680,08/17/22 10:33:30 PM,8.182,,,,,
681,08/17/22 11:33:30 PM,7.280,,,,,
682,08/18/22 12:33:30 AM,6.471,,,,,
683,08/18/22 01:33:30 AM,6.166,,,,,
684,08/18/22 02:33:30 AM,5.962,,,,,
685,08/18/22 03:33:30 AM,5.552,,,,,
686,08/18/22 04:33:30 AM,5.141,,,,,
687,08/18/22 05:33:30 AM,4.831,,,,,
688,08/18/22 06:33:30 AM,4.311,,,,,
689,08/18/22 07:33:30 AM,5.141,,,,,
690,08/18/22 08:33:30 AM,8.779,,,,,
691,08/18/22 09:33:30 AM,12.690,,,,,
692,08/18/22 10:33:30 AM,15.760,,,,,
693,08/18/22 11:33:30 AM,19.948,,,,,
694,08/18/22 12:33:30 PM,22.333,,,,,
695,08/18/22 01:33:30 PM,23.966,,,,,
696,08/18/22 02:33:30 PM,26.097,,,,,
697,08/18/22 03:33:30 PM,24.835,,,,,
698,08/18/22 04:33:30 PM,21.473,,,,,
699,08/18/22 05:33:30 PM,20.043,,,,,
700,08/18/22 06:33:30 PM,16.808,,,,,
701,08/18/22 07:33:30 PM,13.654,,,,,
702,08/18/22 08:33:30 PM,11.431,,,,,
703,08/18/22 09:33:30 PM,9.866,,,,,
704,08/18/22 10:33:30 PM,9.077,,,,,
705,08/18/22 11:33:30 PM,8.282,,,,,
706,08/19/22 12:33:30 AM,7.782,,,,,
707,08/19/22 01:33:30 AM,7.280,,,,,
708,08/19/22 02:33:30 AM,7.079,,,,,
709,08/19/22 03:33:30 AM,6.775,,,,,
710,08/19/22 04:33:30 AM,6.573,,,,,
711,08/19/22 05:33:30 AM,5.962,,,,,
712,08/19/22 06:33:30 AM,5.757,,,,,
713,08/19/22 07:33:30 AM,6.166,,,,,
714,08/19/22 08:33:30 AM,9.669,,,,,
715,08/19/22 09:33:30 AM,13.750,,,,,
716,08/19/22 10:33:30 AM,14.613,,,,,
717,08/19/22 11:33:30 AM,15.569,,,,,
718,08/19/22 12:33:30 PM,16.523,,,,,
719,08/19/22 01:33:30 PM,12.690,,,,,
720,08/19/22 02:33:30 PM,13.173,,,,,
721,08/19/22 03:33:30 PM,16.808,,,,,
722,08/19/22 04:33:30 PM,17.094,,,,,
723,08/19/22 05:33:30 PM,15.473,,,,,
724,08/19/22 06:33:30 PM,13.654,,,,,
725,08/19/22 07:33:30 PM,11.528,,,,,
726,08/19/22 08:33:30 PM,9.768,,,,,
727,08/19/22 09:33:30 PM,8.680,,,,,
728,08/19/22 10:33:30 PM,8.082,,,,,
729,08/19/22 11:33:30 PM,7.280,,,,,
730,08/20/22 12:33:30 AM,7.079,,,,,
731,08/20/22 01:33:30 AM,6.471,,,,,
732,08/20/22 02:33:30 AM,6.166,,,,,
733,08/20/22 03:33:30 AM,5.757,,,,,
734,08/20/22 04:33:30 AM,5.962,,,,,
735,08/20/22 05:33:30 AM,5.962,,,,,
736,08/20/22 06:33:30 AM,5.860,,,,,
737,08/20/22 07:33:30 AM,6.166,,,,,
738,08/20/22 08:33:30 AM,6.674,,,,,
739,08/20/22 09:33:30 AM,7.682,,,,,
740,08/20/22 10:33:30 AM,9.768,,,,,
741,08/20/22 11:33:30 AM,12.980,,,,,
742,08/20/22 12:33:30 PM,13.461,,,,,
743,08/20/22 01:33:30 PM,16.237,,,,,
744,08/20/22 02:33:30 PM,16.141,,,,,
745,08/20/22 03:33:30 PM,15.473,,,,,
746,08/20/22 04:33:30 PM,16.808,,,,,
747,08/20/22 05:33:30 PM,12.207,,,,,
748,08/20/22 06:33:30 PM,9.866,,,,,
749,08/20/22 07:33:30 PM,9.275,,,,,
750,08/20/22 08:33:30 PM,8.581,,,,,
751,08/20/22 09:33:30 PM,7.983,,,,,
752,08/20/22 10:33:30 PM,6.775,,,,,
753,08/20/22 11:33:30 PM,6.166,,,,,
754,08/21/22 12:33:30 AM,5.860,,,,,
755,08/21/22 01:33:30 AM,5.450,,,,,
756,08/21/22 02:33:30 AM,5.347,,,,,
757,08/21/22 03:33:30 AM,5.141,,,,,
758,08/21/22 04:33:30 AM,4.831,,,,,
759,08/21/22 05:33:30 AM,5.037,,,,,
760,08/21/22 06:33:30 AM,5.347,,,,,
761,08/21/22 07:33:30 AM,5.552,,,,,
762,08/21/22 08:33:30 AM,6.471,,,,,
763,08/21/22 09:33:30 AM,7.983,,,,,
764,08/21/22 10:33:30 AM,9.965,,,,,
765,08/21/22 11:33:30 AM,11.722,,,,,
766,08/21/22 12:33:30 PM,12.207,,,,,
767,08/21/22 01:33:30 PM,13.365,,,,,
768,08/21/22 02:33:30 PM,15.091,,,,,
769,08/21/22 03:33:30 PM,10.944,,,,,
770,08/21/22 04:33:30 PM,9.768,,,,,
771,08/21/22 05:33:30 PM,9.077,,,,,
772,08/21/22 06:33:30 PM,8.779,,,,,
773,08/21/22 07:33:30 PM,7.983,,,,,
774,08/21/22 08:33:30 PM,7.280,,,,,
775,08/21/22 09:33:30 PM,6.573,,,,,
776,08/21/22 10:33:30 PM,6.064,,,,,
777,08/21/22 11:33:30 PM,5.962,,,,,
778,08/22/22 12:33:30 AM,6.064,,,,,
779,08/22/22 01:33:30 AM,6.064,,,,,
780,08/22/22 02:33:30 AM,6.064,,,,,
781,08/22/22 03:33:30 AM,5.655,,,,,
782,08/22/22 04:33:30 AM,5.655,,,,,
783,08/22/22 05:33:30 AM,5.347,,,,,
784,08/22/22 06:33:30 AM,5.347,,,,,
785,08/22/22 07:33:30 AM,5.655,,,,,
786,08/22/22 08:33:30 AM,8.382,,,,,
787,08/22/22 09:33:30 AM,11.819,,,,,
788,08/22/22 10:33:30 AM,16.332,,,,,
789,08/22/22 11:33:30 AM,21.091,,,,,
790,08/22/22 12:33:30 PM,18.426,,,,,
791,08/22/22 12:57:29 PM,,Logged,,Logged,,
792,08/22/22 12:57:48 PM,,,,,Logged,Logged
