"Plot Title: 21397972"
"#","Date Time, GMT-06:00","Temp, °C (LGR S/N: 21397972, SEN S/N: 21397972)","Coupler Detached (LGR S/N: 21397972)","Coupler Attached (LGR S/N: 21397972)","Host Connected (LGR S/N: 21397972)","Bad Battery (LGR S/N: 21397972)","Good Battery (LGR S/N: 21397972)","Stopped (LGR S/N: 21397972)","End Of File (LGR S/N: 21397972)"
1163,10/08/24 03:03:13 PM,10.748,,,,,,,
1164,10/08/24 05:03:13 PM,10.161,,,,,,,
1165,10/08/24 07:03:13 PM,7.179,,,,,,,
1166,10/08/24 09:03:13 PM,5.552,,,,,,,
1167,10/08/24 11:03:13 PM,4.727,,,,,,,
1168,10/09/24 01:03:13 AM,3.472,,,,,,,
1169,10/09/24 03:03:13 AM,2.517,,,,,,,
1170,10/09/24 05:03:13 AM,2.195,,,,,,,
1171,10/09/24 07:03:13 AM,1.764,,,,,,,
1172,10/09/24 09:03:13 AM,2.410,,,,,,,
1173,10/09/24 11:03:13 AM,6.573,,,,,,,
1174,10/09/24 01:03:13 PM,7.481,,,,,,,
1175,10/09/24 03:03:13 PM,8.481,,,,,,,
1176,10/09/24 05:03:13 PM,7.582,,,,,,,
1177,10/09/24 07:03:13 PM,5.552,,,,,,,
1178,10/09/24 09:03:13 PM,3.998,,,,,,,
1179,10/09/24 11:03:13 PM,2.730,,,,,,,
1180,10/10/24 01:03:13 AM,1.980,,,,,,,
1181,10/10/24 03:03:13 AM,1.221,,,,,,,
1182,10/10/24 05:03:13 AM,1.112,,,,,,,
1183,10/10/24 07:03:13 AM,1.221,,,,,,,
1184,10/10/24 09:03:13 AM,1.872,,,,,,,
1185,10/10/24 11:03:13 AM,5.244,,,,,,,
1186,10/10/24 01:03:13 PM,8.680,,,,,,,
1187,10/10/24 03:03:13 PM,10.748,,,,,,,
1188,10/10/24 05:03:13 PM,9.768,,,,,,,
1189,10/10/24 07:03:13 PM,7.481,,,,,,,
1190,10/10/24 09:03:13 PM,5.037,,,,,,,
1191,10/10/24 11:03:13 PM,3.788,,,,,,,
1192,10/11/24 01:03:13 AM,2.837,,,,,,,
1193,10/11/24 03:03:13 AM,1.872,,,,,,,
1194,10/11/24 05:03:13 AM,1.439,,,,,,,
1195,10/11/24 07:03:13 AM,1.221,,,,,,,
1196,10/11/24 09:03:13 AM,1.980,,,,,,,
1197,10/11/24 11:03:13 AM,5.141,,,,,,,
1198,10/11/24 01:03:13 PM,7.582,,,,,,,
1199,10/11/24 03:03:13 PM,9.866,,,,,,,
1200,10/11/24 05:03:13 PM,9.768,,,,,,,
1201,10/11/24 07:03:13 PM,6.471,,,,,,,
1202,10/11/24 09:03:13 PM,4.415,,,,,,,
1203,10/11/24 11:03:13 PM,3.049,,,,,,,
1204,10/12/24 01:03:13 AM,2.410,,,,,,,
1205,10/12/24 03:03:13 AM,2.195,,,,,,,
1206,10/12/24 05:03:13 AM,1.548,,,,,,,
1207,10/12/24 07:03:13 AM,1.330,,,,,,,
1208,10/12/24 09:03:13 AM,2.088,,,,,,,
1209,10/12/24 11:03:13 AM,6.064,,,,,,,
1210,10/12/24 01:03:13 PM,7.782,,,,,,,
1211,10/12/24 03:03:13 PM,10.357,,,,,,,
1212,10/12/24 05:03:13 PM,10.651,,,,,,,
1213,10/12/24 07:03:13 PM,7.079,,,,,,,
1214,10/12/24 09:03:13 PM,5.552,,,,,,,
1215,10/12/24 11:03:13 PM,4.102,,,,,,,
1216,10/13/24 01:03:13 AM,2.730,,,,,,,
1217,10/13/24 03:03:13 AM,2.195,,,,,,,
1218,10/13/24 05:03:13 AM,1.548,,,,,,,
1219,10/13/24 07:03:13 AM,1.003,,,,,,,
1220,10/13/24 09:03:13 AM,1.548,,,,,,,
1221,10/13/24 11:03:13 AM,5.552,,,,,,,
1222,10/13/24 01:03:13 PM,10.259,,,,,,,
1223,10/13/24 03:03:13 PM,11.041,,,,,,,
1224,10/13/24 05:03:13 PM,10.846,,,,,,,
1225,10/13/24 07:03:13 PM,7.582,,,,,,,
1226,10/13/24 09:03:13 PM,5.347,,,,,,,
1227,10/13/24 11:03:13 PM,4.311,,,,,,,
1228,10/14/24 01:03:13 AM,3.155,,,,,,,
1229,10/14/24 03:03:13 AM,2.303,,,,,,,
1230,10/14/24 05:03:13 AM,1.872,,,,,,,
1231,10/14/24 07:03:13 AM,1.330,,,,,,,
1232,10/14/24 09:03:13 AM,1.980,,,,,,,
1233,10/14/24 11:03:13 AM,6.064,,,,,,,
1234,10/14/24 01:03:13 PM,10.357,,,,,,,
1235,10/14/24 03:03:13 PM,12.690,,,,,,,
1236,10/14/24 05:03:13 PM,11.041,,,,,,,
1237,10/14/24 07:03:13 PM,7.582,,,,,,,
1238,10/14/24 09:03:13 PM,5.757,,,,,,,
1239,10/14/24 11:03:13 PM,4.623,,,,,,,
1240,10/15/24 01:03:13 AM,3.472,,,,,,,
1241,10/15/24 03:03:13 AM,2.624,,,,,,,
1242,10/15/24 05:03:13 AM,1.872,,,,,,,
1243,10/15/24 07:03:13 AM,1.221,,,,,,,
1244,10/15/24 09:03:13 AM,1.764,,,,,,,
1245,10/15/24 11:03:13 AM,6.674,,,,,,,
1246,10/15/24 01:03:13 PM,6.877,,,,,,,
1247,10/15/24 03:03:13 PM,6.471,,,,,,,
1248,10/15/24 05:03:13 PM,5.757,,,,,,,
1249,10/15/24 07:03:13 PM,4.207,,,,,,,
1250,10/15/24 09:03:13 PM,3.155,,,,,,,
1251,10/15/24 11:03:13 PM,2.195,,,,,,,
1252,10/16/24 01:03:13 AM,1.656,,,,,,,
1253,10/16/24 03:03:13 AM,1.221,,,,,,,
1254,10/16/24 05:03:13 AM,0.893,,,,,,,
1255,10/16/24 07:03:13 AM,0.453,,,,,,,
1256,10/16/24 09:03:13 AM,1.003,,,,,,,
1257,10/16/24 11:03:13 AM,5.141,,,,,,,
1258,10/16/24 01:03:13 PM,5.757,,,,,,,
1259,10/16/24 03:03:13 PM,6.674,,,,,,,
1260,10/16/24 05:03:13 PM,5.552,,,,,,,
1261,10/16/24 07:03:13 PM,4.102,,,,,,,
1262,10/16/24 09:03:13 PM,2.410,,,,,,,
1263,10/16/24 11:03:13 PM,1.439,,,,,,,
1264,10/17/24 01:03:13 AM,1.003,,,,,,,
1265,10/17/24 03:03:13 AM,0.563,,,,,,,
1266,10/17/24 05:03:13 AM,0.232,,,,,,,
1267,10/17/24 07:03:13 AM,0.121,,,,,,,
1268,10/17/24 09:03:13 AM,0.232,,,,,,,
1269,10/17/24 11:03:13 AM,2.088,,,,,,,
1270,10/17/24 01:03:13 PM,3.261,,,,,,,
1271,10/17/24 03:03:13 PM,2.943,,,,,,,
1272,10/17/24 05:03:13 PM,2.195,,,,,,,
1273,10/17/24 07:03:13 PM,0.893,,,,,,,
1274,10/17/24 09:03:13 PM,0.453,,,,,,,
1275,10/17/24 11:03:13 PM,0.453,,,,,,,
1276,10/18/24 01:03:13 AM,0.232,,,,,,,
1277,10/18/24 03:03:13 AM,0.121,,,,,,,
1278,10/18/24 05:03:13 AM,0.121,,,,,,,
1279,10/18/24 07:03:13 AM,0.121,,,,,,,
1280,10/18/24 09:03:13 AM,0.232,,,,,,,
1281,10/18/24 11:03:13 AM,0.453,,,,,,,
1282,10/18/24 01:03:13 PM,0.784,,,,,,,
1283,10/18/24 03:03:13 PM,1.112,,,,,,,
1284,10/18/24 05:03:13 PM,1.112,,,,,,,
1285,10/18/24 07:03:13 PM,1.221,,,,,,,
1286,10/18/24 09:03:13 PM,1.221,,,,,,,
1287,10/18/24 11:03:13 PM,1.221,,,,,,,
1288,10/19/24 01:03:13 AM,1.221,,,,,,,
1289,10/19/24 03:03:13 AM,1.221,,,,,,,
1290,10/19/24 05:03:13 AM,1.221,,,,,,,
1291,10/19/24 07:03:13 AM,1.221,,,,,,,
1292,10/19/24 09:03:13 AM,1.221,,,,,,,
1293,10/19/24 11:03:13 AM,1.221,,,,,,,
1294,10/19/24 01:03:13 PM,1.330,,,,,,,
1295,10/19/24 03:03:13 PM,1.221,,,,,,,
1296,10/19/24 05:03:13 PM,1.221,,,,,,,
1297,10/19/24 07:03:13 PM,1.221,,,,,,,
1298,10/19/24 09:03:13 PM,1.221,,,,,,,
1299,10/19/24 11:03:13 PM,1.112,,,,,,,
1300,10/20/24 01:03:13 AM,1.112,,,,,,,
1301,10/20/24 03:03:13 AM,1.003,,,,,,,
1302,10/20/24 05:03:13 AM,0.893,,,,,,,
1303,10/20/24 07:03:13 AM,0.893,,,,,,,
1304,10/20/24 09:03:13 AM,0.784,,,,,,,
1305,10/20/24 11:03:13 AM,0.784,,,,,,,
1306,10/20/24 01:03:13 PM,1.003,,,,,,,
1307,10/20/24 03:03:13 PM,1.003,,,,,,,
1308,10/20/24 05:03:13 PM,1.112,,,,,,,
1309,10/20/24 07:03:13 PM,1.003,,,,,,,
1310,10/20/24 09:03:13 PM,0.893,,,,,,,
1311,10/20/24 11:03:13 PM,0.784,,,,,,,
1312,10/21/24 01:03:13 AM,0.563,,,,,,,
1313,10/21/24 03:03:13 AM,0.232,,,,,,,
1314,10/21/24 05:03:13 AM,0.232,,,,,,,
1315,10/21/24 07:03:13 AM,0.232,,,,,,,
1316,10/21/24 09:03:13 AM,0.010,,,,,,,
1317,10/21/24 11:03:13 AM,0.232,,,,,,,
1318,10/21/24 01:03:13 PM,0.343,,,,,,,
1319,10/21/24 03:03:13 PM,0.453,,,,,,,
1320,10/21/24 05:03:13 PM,0.453,,,,,,,
1321,10/21/24 07:03:13 PM,0.010,,,,,,,
1322,10/21/24 09:03:13 PM,-0.213,,,,,,,
1323,10/21/24 11:03:13 PM,-0.325,,,,,,,
1324,10/22/24 01:03:13 AM,-0.437,,,,,,,
1325,10/22/24 03:03:13 AM,-0.549,,,,,,,
1326,10/22/24 05:03:13 AM,-0.662,,,,,,,
1327,10/22/24 07:03:13 AM,-0.774,,,,,,,
1328,10/22/24 09:03:13 AM,-0.774,,,,,,,
1329,10/22/24 11:03:13 AM,-0.325,,,,,,,
1330,10/22/24 01:03:13 PM,0.010,,,,,,,
1331,10/22/24 03:03:13 PM,0.121,,,,,,,
1332,10/22/24 05:03:13 PM,0.121,,,,,,,
1333,10/22/24 07:03:13 PM,0.121,,,,,,,
1334,10/22/24 09:03:13 PM,-0.102,,,,,,,
1335,10/22/24 11:03:13 PM,-0.213,,,,,,,
1336,10/23/24 01:03:13 AM,-0.437,,,,,,,
1337,10/23/24 03:03:13 AM,-0.662,,,,,,,
1338,10/23/24 05:03:13 AM,-0.774,,,,,,,
1339,10/23/24 07:03:13 AM,-0.887,,,,,,,
1340,10/23/24 09:03:13 AM,-0.887,,,,,,,
1341,10/23/24 11:03:13 AM,-0.213,,,,,,,
1342,10/23/24 01:03:13 PM,0.121,,,,,,,
1343,10/23/24 03:03:13 PM,1.872,,,,,,,
1344,10/23/24 05:03:13 PM,3.155,,,,,,,
1345,10/23/24 07:03:13 PM,1.221,,,,,,,
1346,10/23/24 09:03:13 PM,0.674,,,,,,,
1347,10/23/24 11:03:13 PM,0.343,,,,,,,
1348,10/24/24 01:03:13 AM,0.010,,,,,,,
1349,10/24/24 03:03:13 AM,-0.213,,,,,,,
1350,10/24/24 05:03:13 AM,-0.549,,,,,,,
1351,10/24/24 07:03:13 AM,-1.001,,,,,,,
1352,10/24/24 09:03:13 AM,-0.774,,,,,,,
1353,10/24/24 11:03:13 AM,-0.102,,,,,,,
1354,10/24/24 01:03:13 PM,0.674,,,,,,,
1355,10/24/24 03:03:13 PM,1.112,,,,,,,
1356,10/24/24 05:03:13 PM,0.674,,,,,,,
1357,10/24/24 07:03:13 PM,0.232,,,,,,,
1358,10/24/24 09:03:13 PM,-0.102,,,,,,,
1359,10/24/24 11:03:13 PM,-0.437,,,,,,,
1360,10/25/24 01:03:13 AM,-0.774,,,,,,,
1361,10/25/24 03:03:13 AM,-1.341,,,,,,,
1362,10/25/24 05:03:13 AM,-1.570,,,,,,,
1363,10/25/24 07:03:13 AM,-1.914,,,,,,,
1364,10/25/24 09:03:13 AM,-1.570,,,,,,,
1365,10/25/24 11:03:13 AM,-0.325,,,,,,,
1366,10/25/24 01:03:13 PM,1.221,,,,,,,
1367,10/25/24 03:03:13 PM,2.303,,,,,,,
1368,10/25/24 05:03:13 PM,1.656,,,,,,,
1369,10/25/24 07:03:13 PM,0.232,,,,,,,
1370,10/25/24 09:03:13 PM,-0.102,,,,,,,
1371,10/25/24 11:03:13 PM,-0.325,,,,,,,
1372,10/26/24 01:03:13 AM,-0.437,,,,,,,
1373,10/26/24 03:03:13 AM,-0.774,,,,,,,
1374,10/26/24 05:03:13 AM,-1.001,,,,,,,
1375,10/26/24 07:03:13 AM,-1.341,,,,,,,
1376,10/26/24 09:03:13 AM,-1.114,,,,,,,
1377,10/26/24 11:03:13 AM,-0.437,,,,,,,
1378,10/26/24 01:03:13 PM,1.112,,,,,,,
1379,10/26/24 03:03:13 PM,2.303,,,,,,,
1380,10/26/24 05:03:13 PM,1.980,,,,,,,
1381,10/26/24 07:03:13 PM,0.343,,,,,,,
1382,10/26/24 09:03:13 PM,0.121,,,,,,,
1383,10/26/24 11:03:13 PM,-0.102,,,,,,,
1384,10/27/24 01:03:13 AM,-0.325,,,,,,,
1385,10/27/24 03:03:13 AM,-0.774,,,,,,,
1386,10/27/24 05:03:13 AM,-1.001,,,,,,,
1387,10/27/24 07:03:13 AM,-1.341,,,,,,,
1388,10/27/24 09:03:13 AM,-0.887,,,,,,,
1389,10/27/24 11:03:13 AM,0.121,,,,,,,
1390,10/27/24 01:03:13 PM,1.656,,,,,,,
1391,10/27/24 03:03:13 PM,3.788,,,,,,,
1392,10/27/24 05:03:13 PM,3.578,,,,,,,
1393,10/27/24 07:03:13 PM,1.439,,,,,,,
1394,10/27/24 09:03:13 PM,0.674,,,,,,,
1395,10/27/24 11:03:13 PM,0.343,,,,,,,
1396,10/28/24 01:03:13 AM,0.121,,,,,,,
1397,10/28/24 03:03:13 AM,0.010,,,,,,,
1398,10/28/24 05:03:13 AM,-0.102,,,,,,,
1399,10/28/24 07:03:13 AM,-0.213,,,,,,,
1400,10/28/24 09:03:13 AM,-0.213,,,,,,,
1401,10/28/24 11:03:13 AM,0.563,,,,,,,
1402,10/28/24 01:03:13 PM,2.837,,,,,,,
1403,10/28/24 03:03:13 PM,5.347,,,,,,,
1404,10/28/24 05:03:13 PM,3.788,,,,,,,
1405,10/28/24 07:03:13 PM,1.872,,,,,,,
1406,10/28/24 09:03:13 PM,0.784,,,,,,,
1407,10/28/24 11:03:13 PM,0.453,,,,,,,
1408,10/29/24 01:03:13 AM,0.121,,,,,,,
1409,10/29/24 03:03:13 AM,0.121,,,,,,,
1410,10/29/24 05:03:13 AM,0.121,,,,,,,
1411,10/29/24 07:03:13 AM,0.121,,,,,,,
1412,10/29/24 09:03:13 AM,0.121,,,,,,,
1413,10/29/24 11:03:13 AM,0.121,,,,,,,
1414,10/29/24 01:03:13 PM,0.232,,,,,,,
1415,10/29/24 03:03:13 PM,0.232,,,,,,,
1416,10/29/24 05:03:13 PM,0.010,,,,,,,
1417,10/29/24 07:03:13 PM,-0.549,,,,,,,
1418,10/29/24 09:03:13 PM,-1.114,,,,,,,
1419,10/29/24 11:03:13 PM,-1.570,,,,,,,
1420,10/30/24 01:03:13 AM,-2.145,,,,,,,
1421,10/30/24 03:03:13 AM,-2.610,,,,,,,
1422,10/30/24 05:03:13 AM,-3.197,,,,,,,
1423,10/30/24 07:03:13 AM,-3.672,,,,,,,
1424,10/30/24 09:03:13 AM,-3.553,,,,,,,
1425,10/30/24 11:03:13 AM,-2.030,,,,,,,
1426,10/30/24 01:03:13 PM,-1.228,,,,,,,
1427,10/30/24 03:03:13 PM,-0.662,,,,,,,
1428,10/30/24 05:03:13 PM,-0.662,,,,,,,
1429,10/30/24 07:03:13 PM,-0.887,,,,,,,
1430,10/30/24 09:03:13 PM,-1.001,,,,,,,
1431,10/30/24 11:03:13 PM,-1.228,,,,,,,
1432,10/31/24 01:03:13 AM,-1.456,,,,,,,
1433,10/31/24 03:03:13 AM,-2.494,,,,,,,
1434,10/31/24 05:03:13 AM,-3.553,,,,,,,
1435,10/31/24 07:03:13 AM,-4.031,,,,,,,
1436,10/31/24 09:03:13 AM,-4.152,,,,,,,
1437,10/31/24 11:03:13 AM,-2.962,,,,,,,
1438,10/31/24 01:03:13 PM,-1.456,,,,,,,
1439,10/31/24 03:03:13 PM,-0.662,,,,,,,
1440,10/31/24 05:03:13 PM,-0.887,,,,,,,
1441,10/31/24 07:03:13 PM,-1.799,,,,,,,
1442,10/31/24 09:03:13 PM,-2.727,,,,,,,
1443,10/31/24 11:03:13 PM,-3.434,,,,,,,
1444,11/01/24 01:03:13 AM,-4.031,,,,,,,
1445,11/01/24 03:03:13 AM,-4.393,,,,,,,
1446,11/01/24 05:03:13 AM,-4.514,,,,,,,
1447,11/01/24 07:03:13 AM,-4.758,,,,,,,
1448,11/01/24 09:03:13 AM,-4.514,,,,,,,
1449,11/01/24 11:03:13 AM,-2.377,,,,,,,
1450,11/01/24 01:03:13 PM,-0.662,,,,,,,
1451,11/01/24 03:03:13 PM,0.010,,,,,,,
1452,11/01/24 05:03:13 PM,-0.213,,,,,,,
1453,11/01/24 07:03:13 PM,-0.662,,,,,,,
1454,11/01/24 09:03:13 PM,-1.684,,,,,,,
1455,11/01/24 11:03:13 PM,-2.494,,,,,,,
1456,11/02/24 01:03:13 AM,-3.079,,,,,,,
1457,11/02/24 03:03:13 AM,-3.553,,,,,,,
1458,11/02/24 05:03:13 AM,-3.911,,,,,,,
1459,11/02/24 07:03:13 AM,-4.272,,,,,,,
1460,11/02/24 09:03:13 AM,-3.911,,,,,,,
1461,11/02/24 11:03:13 AM,-1.570,,,,,,,
1462,11/02/24 01:03:13 PM,0.010,,,,,,,
1463,11/02/24 03:03:13 PM,0.453,,,,,,,
1464,11/02/24 05:03:13 PM,-0.102,,,,,,,
1465,11/02/24 07:03:13 PM,-0.437,,,,,,,
1466,11/02/24 09:03:13 PM,-0.887,,,,,,,
1467,11/02/24 11:03:13 PM,-1.570,,,,,,,
1468,11/03/24 01:03:13 AM,-2.377,,,,,,,
1469,11/03/24 03:03:13 AM,-3.197,,,,,,,
1470,11/03/24 05:03:13 AM,-4.031,,,,,,,
1471,11/03/24 07:03:13 AM,-4.758,,,,,,,
1472,11/03/24 09:03:13 AM,-4.272,,,,,,,
1473,11/03/24 11:03:13 AM,-1.914,,,,,,,
1474,11/03/24 01:03:13 PM,-1.001,,,,,,,
1475,11/03/24 03:03:13 PM,-0.774,,,,,,,
1476,11/03/24 05:03:13 PM,-0.887,,,,,,,
1477,11/03/24 07:03:13 PM,-1.001,,,,,,,
1478,11/03/24 09:03:13 PM,-1.114,,,,,,,
1479,11/03/24 11:03:13 PM,-1.114,,,,,,,
1480,11/04/24 01:03:13 AM,-1.114,,,,,,,
1481,11/04/24 03:03:13 AM,-1.114,,,,,,,
1482,11/04/24 05:03:13 AM,-1.114,,,,,,,
1483,11/04/24 07:03:13 AM,-1.114,,,,,,,
1484,11/04/24 09:03:13 AM,-1.114,,,,,,,
1485,11/04/24 11:03:13 AM,-1.001,,,,,,,
1486,11/04/24 01:03:13 PM,-0.887,,,,,,,
1487,11/04/24 03:03:13 PM,-0.774,,,,,,,
1488,11/04/24 05:03:13 PM,-0.662,,,,,,,
1489,11/04/24 07:03:13 PM,-0.774,,,,,,,
1490,11/04/24 09:03:13 PM,-0.887,,,,,,,
1491,11/04/24 11:03:13 PM,-1.001,,,,,,,
1492,11/05/24 01:03:13 AM,-1.228,,,,,,,
1493,11/05/24 03:03:13 AM,-1.341,,,,,,,
1494,11/05/24 05:03:13 AM,-2.494,,,,,,,
1495,11/05/24 07:03:13 AM,-2.727,,,,,,,
1496,11/05/24 09:03:13 AM,-2.727,,,,,,,
1497,11/05/24 11:03:13 AM,-2.261,,,,,,,
1498,11/05/24 01:03:13 PM,-2.030,,,,,,,
1499,11/05/24 03:03:13 PM,-1.914,,,,,,,
1500,11/05/24 05:03:13 PM,-1.914,,,,,,,
1501,11/05/24 07:03:13 PM,-2.145,,,,,,,
1502,11/05/24 09:03:13 PM,-2.145,,,,,,,
1503,11/05/24 11:03:13 PM,-1.914,,,,,,,
1504,11/06/24 01:03:13 AM,-1.799,,,,,,,
1505,11/06/24 03:03:13 AM,-1.684,,,,,,,
1506,11/06/24 05:03:13 AM,-1.799,,,,,,,
1507,11/06/24 07:03:13 AM,-1.914,,,,,,,
1508,11/06/24 09:03:13 AM,-2.030,,,,,,,
1509,11/06/24 11:03:13 AM,-2.030,,,,,,,
1510,11/06/24 01:03:13 PM,-1.914,,,,,,,
1511,11/06/24 03:03:13 PM,-1.799,,,,,,,
1512,11/06/24 05:03:13 PM,-1.914,,,,,,,
1513,11/06/24 07:03:13 PM,-2.030,,,,,,,
1514,11/06/24 09:03:13 PM,-2.494,,,,,,,
1515,11/06/24 11:03:13 PM,-2.844,,,,,,,
1516,11/07/24 01:03:13 AM,-2.844,,,,,,,
1517,11/07/24 03:03:13 AM,-2.844,,,,,,,
1518,11/07/24 05:03:13 AM,-2.844,,,,,,,
1519,11/07/24 07:03:13 AM,-2.844,,,,,,,
1520,11/07/24 09:03:13 AM,-2.610,,,,,,,
1521,11/07/24 11:03:13 AM,-2.494,,,,,,,
1522,11/07/24 01:03:13 PM,-2.261,,,,,,,
1523,11/07/24 03:03:13 PM,-2.030,,,,,,,
1524,11/07/24 05:03:13 PM,-1.914,,,,,,,
1525,11/07/24 07:03:13 PM,-1.799,,,,,,,
1526,11/07/24 09:03:13 PM,-1.799,,,,,,,
1527,11/07/24 11:03:13 PM,-1.684,,,,,,,
1528,11/08/24 01:03:13 AM,-1.684,,,,,,,
1529,11/08/24 03:03:13 AM,-1.684,,,,,,,
1530,11/08/24 05:03:13 AM,-1.684,,,,,,,
1531,11/08/24 07:03:13 AM,-1.570,,,,,,,
1532,11/08/24 09:03:13 AM,-1.684,,,,,,,
1533,11/08/24 11:03:13 AM,-1.684,,,,,,,
1534,11/08/24 01:03:13 PM,-1.570,,,,,,,
1535,11/08/24 03:03:13 PM,-1.570,,,,,,,
1536,11/08/24 05:03:13 PM,-1.570,,,,,,,
1537,11/08/24 07:03:13 PM,-1.570,,,,,,,
1538,11/08/24 09:03:13 PM,-1.684,,,,,,,
1539,11/08/24 11:03:13 PM,-1.914,,,,,,,
1540,11/09/24 01:03:13 AM,-2.261,,,,,,,
1541,11/09/24 03:03:13 AM,-2.494,,,,,,,
1542,11/09/24 05:03:13 AM,-2.727,,,,,,,
1543,11/09/24 07:03:13 AM,-2.844,,,,,,,
1544,11/09/24 09:03:13 AM,-2.962,,,,,,,
1545,11/09/24 11:03:13 AM,-2.610,,,,,,,
1546,11/09/24 01:03:13 PM,-2.261,,,,,,,
1547,11/09/24 03:03:13 PM,-1.914,,,,,,,
1548,11/09/24 05:03:13 PM,-2.145,,,,,,,
1549,11/09/24 07:03:13 PM,-2.727,,,,,,,
1550,11/09/24 09:03:13 PM,-3.316,,,,,,,
1551,11/09/24 11:03:13 PM,-3.672,,,,,,,
1552,11/10/24 01:03:13 AM,-3.911,,,,,,,
1553,11/10/24 03:03:13 AM,-4.031,,,,,,,
1554,11/10/24 05:03:13 AM,-4.272,,,,,,,
1555,11/10/24 07:03:13 AM,-4.152,,,,,,,
1556,11/10/24 09:03:13 AM,-3.911,,,,,,,
1557,11/10/24 11:03:13 AM,-1.799,,,,,,,
1558,11/10/24 01:03:13 PM,-0.325,,,,,,,
1559,11/10/24 03:03:13 PM,0.232,,,,,,,
1560,11/10/24 05:03:13 PM,-0.213,,,,,,,
1561,11/10/24 07:03:13 PM,-1.001,,,,,,,
1562,11/10/24 09:03:13 PM,-2.030,,,,,,,
1563,11/10/24 11:03:13 PM,-2.844,,,,,,,
1564,11/11/24 01:03:13 AM,-3.434,,,,,,,
1565,11/11/24 03:03:13 AM,-3.911,,,,,,,
1566,11/11/24 05:03:13 AM,-4.393,,,,,,,
1567,11/11/24 07:03:13 AM,-4.514,,,,,,,
1568,11/11/24 09:03:13 AM,-4.636,,,,,,,
1569,11/11/24 11:03:13 AM,-1.684,,,,,,,
1570,11/11/24 01:03:13 PM,0.784,,,,,,,
1571,11/11/24 03:03:13 PM,1.221,,,,,,,
1572,11/11/24 05:03:13 PM,0.121,,,,,,,
1573,11/11/24 07:03:13 PM,-0.549,,,,,,,
1574,11/11/24 09:03:13 PM,-0.887,,,,,,,
1575,11/11/24 11:03:13 PM,-1.570,,,,,,,
1576,11/12/24 01:03:13 AM,-2.377,,,,,,,
1577,11/12/24 03:03:13 AM,-3.079,,,,,,,
1578,11/12/24 05:03:13 AM,-3.434,,,,,,,
1579,11/12/24 07:03:13 AM,-3.792,,,,,,,
1580,11/12/24 09:03:13 AM,-4.393,,,,,,,
1581,11/12/24 11:03:13 AM,-2.145,,,,,,,
1582,11/12/24 01:03:13 PM,-0.437,,,,,,,
1583,11/12/24 03:03:13 PM,-0.325,,,,,,,
1584,11/12/24 05:03:13 PM,-0.437,,,,,,,
1585,11/12/24 07:03:13 PM,-0.662,,,,,,,
1586,11/12/24 09:03:13 PM,-1.684,,,,,,,
1587,11/12/24 11:03:13 PM,-2.610,,,,,,,
1588,11/13/24 01:03:13 AM,-3.672,,,,,,,
1589,11/13/24 03:03:13 AM,-4.514,,,,,,,
1590,11/13/24 05:03:13 AM,-5.125,,,,,,,
1591,11/13/24 07:03:13 AM,-5.870,,,,,,,
1592,11/13/24 09:03:13 AM,-6.246,,,,,,,
1593,11/13/24 11:03:13 AM,-4.880,,,,,,,
1594,11/13/24 01:03:13 PM,-3.316,,,,,,,
1595,11/13/24 03:03:13 PM,-2.145,,,,,,,
1596,11/13/24 05:03:13 PM,-2.727,,,,,,,
1597,11/13/24 07:03:13 PM,-3.792,,,,,,,
1598,11/13/24 09:03:13 PM,-4.152,,,,,,,
1599,11/13/24 11:03:13 PM,-4.272,,,,,,,
1600,11/14/24 01:03:13 AM,-4.393,,,,,,,
1601,11/14/24 03:03:13 AM,-4.636,,,,,,,
1602,11/14/24 05:03:13 AM,-4.758,,,,,,,
1603,11/14/24 07:03:13 AM,-4.880,,,,,,,
1604,11/14/24 09:03:13 AM,-4.514,,,,,,,
1605,11/14/24 11:03:13 AM,-2.261,,,,,,,
1606,11/14/24 01:03:13 PM,-0.102,,,,,,,
1607,11/14/24 03:03:13 PM,0.453,,,,,,,
1608,11/14/24 05:03:13 PM,-0.213,,,,,,,
1609,11/14/24 07:03:13 PM,-0.662,,,,,,,
1610,11/14/24 09:03:13 PM,-1.684,,,,,,,
1611,11/14/24 11:03:13 PM,-2.844,,,,,,,
1612,11/15/24 01:03:13 AM,-3.553,,,,,,,
1613,11/15/24 03:03:13 AM,-3.911,,,,,,,
1614,11/15/24 05:03:13 AM,-4.272,,,,,,,
1615,11/15/24 07:03:13 AM,-4.636,,,,,,,
1616,11/15/24 09:03:13 AM,-4.514,,,,,,,
1617,11/15/24 11:03:13 AM,-2.610,,,,,,,
1618,11/15/24 01:03:13 PM,-0.549,,,,,,,
1619,11/15/24 03:03:13 PM,-0.102,,,,,,,
1620,11/15/24 05:03:13 PM,-0.549,,,,,,,
1621,11/15/24 07:03:13 PM,-1.570,,,,,,,
1622,11/15/24 09:03:13 PM,-2.494,,,,,,,
1623,11/15/24 11:03:13 PM,-3.197,,,,,,,
1624,11/16/24 01:03:13 AM,-3.911,,,,,,,
1625,11/16/24 03:03:13 AM,-4.636,,,,,,,
1626,11/16/24 05:03:13 AM,-5.372,,,,,,,
1627,11/16/24 07:03:13 AM,-6.120,,,,,,,
1628,11/16/24 09:03:13 AM,-6.499,,,,,,,
1629,11/16/24 11:03:13 AM,-4.031,,,,,,,
