"Plot Title: nr.nu.1start"
"#","Date Time, GMT-06:00","Temp, °C (LGR S/N: 21397967, SEN S/N: 21397967)","Coupler Detached (LGR S/N: 21397967)","Bad Battery (LGR S/N: 21397967)","Host Connected (LGR S/N: 21397967)","Coupler Attached (LGR S/N: 21397967)","End Of File (LGR S/N: 21397967)"
526,10/09/24 11:55:47 PM,5.347,,,,,
527,10/10/24 01:55:47 AM,4.623,,,,,
528,10/10/24 03:55:47 AM,3.893,,,,,
529,10/10/24 05:55:47 AM,3.261,,,,,
530,10/10/24 07:55:47 AM,3.683,,,,,
531,10/10/24 09:55:47 AM,5.450,,,,,
532,10/10/24 11:55:47 AM,8.481,,,,,
533,10/10/24 01:55:47 PM,11.334,,,,,
534,10/10/24 03:55:47 PM,13.173,,,,,
535,10/10/24 05:55:47 PM,11.139,,,,,
536,10/10/24 07:55:47 PM,9.275,,,,,
537,10/10/24 09:55:47 PM,7.280,,,,,
538,10/10/24 11:55:47 PM,6.471,,,,,
539,10/11/24 01:55:47 AM,5.860,,,,,
540,10/11/24 03:55:47 AM,4.934,,,,,
541,10/11/24 05:55:47 AM,4.311,,,,,
542,10/11/24 07:55:47 AM,4.311,,,,,
543,10/11/24 09:55:47 AM,6.268,,,,,
544,10/11/24 11:55:47 AM,9.373,,,,,
545,10/11/24 01:55:47 PM,11.041,,,,,
546,10/11/24 03:55:47 PM,13.558,,,,,
547,10/11/24 05:55:47 PM,12.013,,,,,
548,10/11/24 07:55:47 PM,9.669,,,,,
549,10/11/24 09:55:47 PM,7.882,,,,,
550,10/11/24 11:55:47 PM,6.978,,,,,
551,10/12/24 01:55:47 AM,6.064,,,,,
552,10/12/24 03:55:47 AM,5.860,,,,,
553,10/12/24 05:55:47 AM,5.757,,,,,
554,10/12/24 07:55:47 AM,5.347,,,,,
555,10/12/24 09:55:47 AM,6.775,,,,,
556,10/12/24 11:55:47 AM,9.571,,,,,
557,10/12/24 01:55:47 PM,11.528,,,,,
558,10/12/24 03:55:47 PM,15.187,,,,,
559,10/12/24 05:55:47 PM,13.654,,,,,
560,10/12/24 07:55:47 PM,10.944,,,,,
561,10/12/24 09:55:47 PM,9.176,,,,,
562,10/12/24 11:55:47 PM,7.682,,,,,
563,10/13/24 01:55:47 AM,6.471,,,,,
564,10/13/24 03:55:47 AM,5.552,,,,,
565,10/13/24 05:55:47 AM,4.727,,,,,
566,10/13/24 07:55:47 AM,4.519,,,,,
567,10/13/24 09:55:47 AM,5.141,,,,,
568,10/13/24 11:55:47 AM,8.481,,,,,
569,10/13/24 01:55:47 PM,11.722,,,,,
570,10/13/24 03:55:47 PM,12.304,,,,,
571,10/13/24 05:55:47 PM,11.334,,,,,
572,10/13/24 07:55:47 PM,8.978,,,,,
573,10/13/24 09:55:47 PM,7.079,,,,,
574,10/13/24 11:55:47 PM,6.166,,,,,
575,10/14/24 01:55:47 AM,5.655,,,,,
576,10/14/24 03:55:47 AM,4.623,,,,,
577,10/14/24 05:55:47 AM,3.893,,,,,
578,10/14/24 07:55:47 AM,3.578,,,,,
579,10/14/24 09:55:47 AM,5.655,,,,,
580,10/14/24 11:55:47 AM,8.879,,,,,
581,10/14/24 01:55:47 PM,11.139,,,,,
582,10/14/24 03:55:47 PM,13.750,,,,,
583,10/14/24 05:55:47 PM,12.594,,,,,
584,10/14/24 07:55:47 PM,9.768,,,,,
585,10/14/24 09:55:47 PM,7.983,,,,,
586,10/14/24 11:55:47 PM,6.775,,,,,
587,10/15/24 01:55:47 AM,5.655,,,,,
588,10/15/24 03:55:47 AM,5.037,,,,,
589,10/15/24 05:55:47 AM,4.623,,,,,
590,10/15/24 07:55:47 AM,3.998,,,,,
591,10/15/24 09:55:47 AM,5.757,,,,,
592,10/15/24 11:55:47 AM,9.373,,,,,
593,10/15/24 01:55:47 PM,12.110,,,,,
594,10/15/24 03:55:47 PM,12.207,,,,,
595,10/15/24 05:55:47 PM,11.139,,,,,
596,10/15/24 07:55:47 PM,8.282,,,,,
597,10/15/24 09:55:47 PM,6.573,,,,,
598,10/15/24 11:55:47 PM,5.450,,,,,
599,10/16/24 01:55:47 AM,5.141,,,,,
600,10/16/24 03:55:47 AM,4.934,,,,,
601,10/16/24 05:55:47 AM,4.623,,,,,
602,10/16/24 07:55:47 AM,4.311,,,,,
603,10/16/24 09:55:47 AM,5.552,,,,,
604,10/16/24 11:55:47 AM,8.879,,,,,
605,10/16/24 01:55:47 PM,10.846,,,,,
606,10/16/24 03:55:47 PM,12.013,,,,,
607,10/16/24 05:55:47 PM,11.334,,,,,
608,10/16/24 07:55:47 PM,8.282,,,,,
609,10/16/24 09:55:47 PM,6.370,,,,,
610,10/16/24 11:55:47 PM,5.450,,,,,
611,10/17/24 01:55:47 AM,4.831,,,,,
612,10/17/24 03:55:47 AM,4.207,,,,,
613,10/17/24 05:55:47 AM,3.893,,,,,
614,10/17/24 07:55:47 AM,3.578,,,,,
615,10/17/24 09:55:47 AM,4.102,,,,,
616,10/17/24 11:55:47 AM,7.179,,,,,
617,10/17/24 01:55:47 PM,8.382,,,,,
618,10/17/24 03:55:47 PM,7.381,,,,,
619,10/17/24 05:55:47 PM,6.573,,,,,
620,10/17/24 07:55:47 PM,4.727,,,,,
621,10/17/24 09:55:47 PM,3.893,,,,,
622,10/17/24 11:55:47 PM,2.943,,,,,
623,10/18/24 01:55:47 AM,2.624,,,,,
624,10/18/24 03:55:47 AM,1.872,,,,,
625,10/18/24 05:55:47 AM,1.764,,,,,
626,10/18/24 07:55:47 AM,1.330,,,,,
627,10/18/24 09:55:47 AM,2.624,,,,,
628,10/18/24 11:55:47 AM,5.037,,,,,
629,10/18/24 01:55:47 PM,6.471,,,,,
630,10/18/24 03:55:47 PM,7.381,,,,,
631,10/18/24 05:55:47 PM,5.552,,,,,
632,10/18/24 07:55:47 PM,4.102,,,,,
633,10/18/24 09:55:47 PM,3.049,,,,,
634,10/18/24 11:55:47 PM,2.410,,,,,
635,10/19/24 01:55:47 AM,1.764,,,,,
636,10/19/24 03:55:47 AM,1.112,,,,,
637,10/19/24 05:55:47 AM,0.563,,,,,
638,10/19/24 07:55:47 AM,0.453,,,,,
639,10/19/24 09:55:47 AM,1.764,,,,,
640,10/19/24 11:55:47 AM,4.415,,,,,
641,10/19/24 01:55:47 PM,7.682,,,,,
642,10/19/24 03:55:47 PM,10.553,,,,,
643,10/19/24 05:55:47 PM,9.571,,,,,
644,10/19/24 07:55:47 PM,6.370,,,,,
645,10/19/24 09:55:47 PM,4.623,,,,,
646,10/19/24 11:55:47 PM,3.683,,,,,
647,10/20/24 01:55:47 AM,3.155,,,,,
648,10/20/24 03:55:47 AM,2.943,,,,,
649,10/20/24 05:55:47 AM,2.517,,,,,
650,10/20/24 07:55:47 AM,1.872,,,,,
651,10/20/24 09:55:47 AM,3.472,,,,,
652,10/20/24 11:55:47 AM,7.582,,,,,
653,10/20/24 01:55:47 PM,11.334,,,,,
654,10/20/24 03:55:47 PM,12.304,,,,,
655,10/20/24 05:55:47 PM,9.768,,,,,
656,10/20/24 07:55:47 PM,6.877,,,,,
657,10/20/24 09:55:47 PM,5.244,,,,,
658,10/20/24 11:55:47 PM,4.102,,,,,
659,10/21/24 01:55:47 AM,2.943,,,,,
660,10/21/24 03:55:47 AM,1.872,,,,,
661,10/21/24 05:55:47 AM,1.221,,,,,
662,10/21/24 07:55:47 AM,0.674,,,,,
663,10/21/24 09:55:47 AM,1.330,,,,,
664,10/21/24 11:55:47 AM,1.764,,,,,
665,10/21/24 01:55:47 PM,2.088,,,,,
666,10/21/24 03:55:47 PM,1.980,,,,,
667,10/21/24 05:55:47 PM,1.548,,,,,
668,10/21/24 07:55:47 PM,0.674,,,,,
669,10/21/24 09:55:47 PM,0.343,,,,,
670,10/21/24 11:55:47 PM,0.343,,,,,
671,10/22/24 01:55:47 AM,0.232,,,,,
672,10/22/24 03:55:47 AM,0.121,,,,,
673,10/22/24 05:55:47 AM,-0.102,,,,,
674,10/22/24 07:55:47 AM,-0.213,,,,,
675,10/22/24 09:55:47 AM,0.893,,,,,
676,10/22/24 11:55:47 AM,3.998,,,,,
677,10/22/24 01:55:47 PM,6.166,,,,,
678,10/22/24 03:55:47 PM,7.079,,,,,
679,10/22/24 05:55:47 PM,5.962,,,,,
680,10/22/24 07:55:47 PM,3.893,,,,,
681,10/22/24 09:55:47 PM,3.261,,,,,
682,10/22/24 11:55:47 PM,2.730,,,,,
683,10/23/24 01:55:47 AM,2.195,,,,,
684,10/23/24 03:55:47 AM,1.656,,,,,
685,10/23/24 05:55:47 AM,1.112,,,,,
686,10/23/24 07:55:47 AM,0.893,,,,,
687,10/23/24 09:55:47 AM,2.195,,,,,
688,10/23/24 11:55:47 AM,4.623,,,,,
689,10/23/24 01:55:47 PM,8.082,,,,,
690,10/23/24 03:55:47 PM,9.176,,,,,
691,10/23/24 05:55:47 PM,8.382,,,,,
692,10/23/24 07:55:47 PM,5.757,,,,,
693,10/23/24 09:55:47 PM,4.415,,,,,
694,10/23/24 11:55:47 PM,3.367,,,,,
695,10/24/24 01:55:47 AM,2.943,,,,,
696,10/24/24 03:55:47 AM,2.195,,,,,
697,10/24/24 05:55:47 AM,2.303,,,,,
698,10/24/24 07:55:47 AM,2.088,,,,,
699,10/24/24 09:55:47 AM,2.410,,,,,
700,10/24/24 11:55:47 AM,5.757,,,,,
701,10/24/24 01:55:47 PM,6.573,,,,,
702,10/24/24 03:55:47 PM,6.573,,,,,
703,10/24/24 05:55:47 PM,5.037,,,,,
704,10/24/24 07:55:47 PM,2.943,,,,,
705,10/24/24 09:55:47 PM,1.439,,,,,
706,10/24/24 11:55:47 PM,0.232,,,,,
707,10/25/24 01:55:47 AM,-0.549,,,,,
708,10/25/24 03:55:47 AM,-0.774,,,,,
709,10/25/24 05:55:47 AM,-0.887,,,,,
710,10/25/24 07:55:47 AM,-0.662,,,,,
711,10/25/24 09:55:47 AM,0.010,,,,,
712,10/25/24 11:55:47 AM,0.453,,,,,
713,10/25/24 01:55:47 PM,3.893,,,,,
714,10/25/24 03:55:47 PM,5.757,,,,,
715,10/25/24 05:55:47 PM,5.347,,,,,
716,10/25/24 07:55:47 PM,3.049,,,,,
717,10/25/24 09:55:47 PM,1.548,,,,,
718,10/25/24 11:55:47 PM,1.221,,,,,
719,10/26/24 01:55:47 AM,1.221,,,,,
720,10/26/24 03:55:47 AM,1.112,,,,,
721,10/26/24 05:55:47 AM,1.112,,,,,
722,10/26/24 07:55:47 AM,1.221,,,,,
723,10/26/24 09:55:47 AM,1.548,,,,,
724,10/26/24 11:55:47 AM,2.837,,,,,
725,10/26/24 01:55:47 PM,6.573,,,,,
726,10/26/24 03:55:47 PM,8.481,,,,,
727,10/26/24 05:55:47 PM,7.280,,,,,
728,10/26/24 07:55:47 PM,4.934,,,,,
729,10/26/24 09:55:47 PM,3.683,,,,,
730,10/26/24 11:55:47 PM,2.624,,,,,
731,10/27/24 01:55:47 AM,1.980,,,,,
732,10/27/24 03:55:47 AM,1.330,,,,,
733,10/27/24 05:55:47 AM,1.221,,,,,
734,10/27/24 07:55:47 AM,0.893,,,,,
735,10/27/24 09:55:47 AM,2.195,,,,,
736,10/27/24 11:55:47 AM,5.962,,,,,
737,10/27/24 01:55:47 PM,7.481,,,,,
738,10/27/24 03:55:47 PM,9.768,,,,,
739,10/27/24 05:55:47 PM,8.182,,,,,
740,10/27/24 07:55:47 PM,6.064,,,,,
741,10/27/24 09:55:47 PM,5.037,,,,,
742,10/27/24 11:55:47 PM,4.415,,,,,
743,10/28/24 01:55:47 AM,3.998,,,,,
744,10/28/24 03:55:47 AM,3.683,,,,,
745,10/28/24 05:55:47 AM,3.261,,,,,
746,10/28/24 07:55:47 AM,2.837,,,,,
747,10/28/24 09:55:47 AM,3.683,,,,,
748,10/28/24 11:55:47 AM,7.682,,,,,
749,10/28/24 01:55:47 PM,9.965,,,,,
750,10/28/24 03:55:47 PM,9.965,,,,,
751,10/28/24 05:55:47 PM,7.381,,,,,
752,10/28/24 07:55:47 PM,5.037,,,,,
753,10/28/24 09:55:47 PM,3.893,,,,,
754,10/28/24 11:55:47 PM,3.049,,,,,
755,10/29/24 01:55:47 AM,2.517,,,,,
756,10/29/24 03:55:47 AM,2.410,,,,,
757,10/29/24 05:55:47 AM,2.088,,,,,
758,10/29/24 07:55:47 AM,1.112,,,,,
759,10/29/24 09:55:47 AM,2.410,,,,,
760,10/29/24 11:55:47 AM,3.998,,,,,
761,10/29/24 01:55:47 PM,2.943,,,,,
762,10/29/24 03:55:47 PM,2.195,,,,,
763,10/29/24 05:55:47 PM,1.656,,,,,
764,10/29/24 07:55:47 PM,0.784,,,,,
765,10/29/24 09:55:47 PM,-0.213,,,,,
766,10/29/24 11:55:47 PM,-0.887,,,,,
767,10/30/24 01:55:47 AM,-1.228,,,,,
768,10/30/24 03:55:47 AM,-1.570,,,,,
769,10/30/24 05:55:47 AM,-2.030,,,,,
770,10/30/24 07:55:47 AM,-2.145,,,,,
771,10/30/24 09:55:47 AM,-1.570,,,,,
772,10/30/24 11:55:47 AM,-0.325,,,,,
773,10/30/24 01:55:47 PM,0.343,,,,,
774,10/30/24 03:55:47 PM,0.010,,,,,
775,10/30/24 05:55:47 PM,-0.102,,,,,
776,10/30/24 07:55:47 PM,-0.437,,,,,
777,10/30/24 09:55:47 PM,-1.114,,,,,
778,10/30/24 11:55:47 PM,-1.456,,,,,
779,10/31/24 01:55:47 AM,-2.494,,,,,
780,10/31/24 03:55:47 AM,-3.079,,,,,
781,10/31/24 05:55:47 AM,-3.672,,,,,
782,10/31/24 07:55:47 AM,-4.152,,,,,
783,10/31/24 09:55:47 AM,-3.792,,,,,
784,10/31/24 11:55:47 AM,-2.030,,,,,
785,10/31/24 01:55:47 PM,-0.774,,,,,
786,10/31/24 03:55:47 PM,-0.549,,,,,
787,10/31/24 05:55:47 PM,-0.887,,,,,
788,10/31/24 07:55:47 PM,-1.914,,,,,
789,10/31/24 09:55:47 PM,-2.610,,,,,
790,10/31/24 11:55:47 PM,-3.197,,,,,
791,11/01/24 01:55:47 AM,-3.553,,,,,
792,11/01/24 03:55:47 AM,-3.672,,,,,
793,11/01/24 05:55:47 AM,-3.792,,,,,
794,11/01/24 07:55:47 AM,-4.152,,,,,
795,11/01/24 09:55:47 AM,-2.962,,,,,
796,11/01/24 11:55:47 AM,0.893,,,,,
797,11/01/24 01:55:47 PM,2.303,,,,,
798,11/01/24 03:55:47 PM,2.303,,,,,
799,11/01/24 05:55:47 PM,0.453,,,,,
800,11/01/24 07:55:47 PM,-1.001,,,,,
801,11/01/24 09:55:47 PM,-1.456,,,,,
802,11/01/24 11:55:47 PM,-1.799,,,,,
803,11/02/24 01:55:47 AM,-2.145,,,,,
804,11/02/24 03:55:47 AM,-2.261,,,,,
805,11/02/24 05:55:47 AM,-2.030,,,,,
806,11/02/24 07:55:47 AM,-2.261,,,,,
807,11/02/24 09:55:47 AM,-1.341,,,,,
808,11/02/24 11:55:47 AM,2.088,,,,,
809,11/02/24 01:55:47 PM,3.893,,,,,
810,11/02/24 03:55:47 PM,4.415,,,,,
811,11/02/24 05:55:47 PM,1.548,,,,,
812,11/02/24 07:55:47 PM,-0.662,,,,,
813,11/02/24 09:55:47 PM,-0.774,,,,,
814,11/02/24 11:55:47 PM,-1.114,,,,,
815,11/03/24 01:55:47 AM,-1.228,,,,,
816,11/03/24 03:55:47 AM,-1.799,,,,,
817,11/03/24 05:55:47 AM,-1.914,,,,,
818,11/03/24 07:55:47 AM,-2.261,,,,,
819,11/03/24 09:55:47 AM,-1.341,,,,,
820,11/03/24 11:55:47 AM,-0.213,,,,,
821,11/03/24 01:55:47 PM,-0.325,,,,,
822,11/03/24 03:55:47 PM,-0.325,,,,,
823,11/03/24 05:55:47 PM,-0.437,,,,,
824,11/03/24 07:55:47 PM,-0.437,,,,,
825,11/03/24 09:55:47 PM,-0.437,,,,,
826,11/03/24 11:55:47 PM,-0.437,,,,,
827,11/04/24 01:55:47 AM,-0.437,,,,,
828,11/04/24 03:55:47 AM,-0.437,,,,,
829,11/04/24 05:55:47 AM,-0.437,,,,,
830,11/04/24 07:55:47 AM,-0.437,,,,,
831,11/04/24 09:55:47 AM,-0.437,,,,,
832,11/04/24 11:55:47 AM,-0.437,,,,,
833,11/04/24 01:55:47 PM,-0.325,,,,,
834,11/04/24 03:55:47 PM,-0.213,,,,,
835,11/04/24 05:55:47 PM,-0.213,,,,,
836,11/04/24 07:55:47 PM,-0.213,,,,,
837,11/04/24 09:55:47 PM,-0.213,,,,,
838,11/04/24 11:55:47 PM,-2.145,,,,,
839,11/05/24 01:55:47 AM,-3.434,,,,,
840,11/05/24 03:55:47 AM,-3.911,,,,,
841,11/05/24 05:55:47 AM,-4.031,,,,,
842,11/05/24 07:55:47 AM,-4.393,,,,,
843,11/05/24 09:55:47 AM,-4.031,,,,,
844,11/05/24 11:55:47 AM,-3.316,,,,,
845,11/05/24 01:55:47 PM,-2.494,,,,,
846,11/05/24 03:55:47 PM,-2.377,,,,,
847,11/05/24 05:55:47 PM,-3.197,,,,,
848,11/05/24 07:55:47 PM,-3.792,,,,,
849,11/05/24 09:55:47 PM,-3.553,,,,,
850,11/05/24 11:55:47 PM,-3.792,,,,,
851,11/06/24 01:55:47 AM,-3.434,,,,,
852,11/06/24 03:55:47 AM,-3.079,,,,,
853,11/06/24 05:55:47 AM,-2.844,,,,,
854,11/06/24 07:55:47 AM,-2.494,,,,,
855,11/06/24 09:55:47 AM,-2.261,,,,,
856,11/06/24 11:55:47 AM,-2.030,,,,,
857,11/06/24 01:55:47 PM,-1.684,,,,,
858,11/06/24 03:55:47 PM,-1.570,,,,,
859,11/06/24 05:55:47 PM,-1.341,,,,,
860,11/06/24 07:55:47 PM,-1.228,,,,,
861,11/06/24 09:55:47 PM,-1.228,,,,,
862,11/06/24 11:55:47 PM,-1.114,,,,,
863,11/07/24 01:55:47 AM,-1.114,,,,,
864,11/07/24 03:55:47 AM,-1.114,,,,,
865,11/07/24 05:55:47 AM,-1.001,,,,,
866,11/07/24 07:55:47 AM,-1.001,,,,,
867,11/07/24 09:55:47 AM,-0.887,,,,,
868,11/07/24 11:55:47 AM,-0.887,,,,,
869,11/07/24 01:55:47 PM,-0.774,,,,,
870,11/07/24 03:55:47 PM,-0.662,,,,,
871,11/07/24 05:55:47 PM,-0.662,,,,,
872,11/07/24 07:55:47 PM,-0.662,,,,,
873,11/07/24 09:55:47 PM,-0.774,,,,,
874,11/07/24 11:55:47 PM,-0.774,,,,,
875,11/08/24 01:55:47 AM,-0.774,,,,,
876,11/08/24 03:55:47 AM,-0.774,,,,,
877,11/08/24 05:55:47 AM,-0.662,,,,,
878,11/08/24 07:55:47 AM,-0.662,,,,,
879,11/08/24 09:55:47 AM,-0.662,,,,,
880,11/08/24 11:55:47 AM,-0.662,,,,,
881,11/08/24 01:55:47 PM,-0.662,,,,,
882,11/08/24 03:55:47 PM,-0.549,,,,,
883,11/08/24 05:55:47 PM,-0.549,,,,,
884,11/08/24 07:55:47 PM,-0.549,,,,,
885,11/08/24 09:55:47 PM,-0.549,,,,,
886,11/08/24 11:55:47 PM,-0.549,,,,,
887,11/09/24 01:55:47 AM,-0.549,,,,,
888,11/09/24 03:55:47 AM,-0.549,,,,,
889,11/09/24 05:55:47 AM,-0.549,,,,,
890,11/09/24 07:55:47 AM,-0.549,,,,,
891,11/09/24 09:55:47 AM,-0.549,,,,,
892,11/09/24 11:55:47 AM,-0.549,,,,,
893,11/09/24 01:55:47 PM,-0.437,,,,,
894,11/09/24 03:55:47 PM,-0.437,,,,,
895,11/09/24 05:55:47 PM,-1.114,,,,,
896,11/09/24 07:55:47 PM,-2.030,,,,,
897,11/09/24 09:55:47 PM,-2.610,,,,,
898,11/09/24 11:55:47 PM,-2.962,,,,,
899,11/10/24 01:55:47 AM,-3.197,,,,,
900,11/10/24 03:55:47 AM,-3.553,,,,,
901,11/10/24 05:55:47 AM,-3.672,,,,,
902,11/10/24 07:55:47 AM,-3.553,,,,,
903,11/10/24 09:55:47 AM,-3.079,,,,,
904,11/10/24 11:55:47 AM,-1.570,,,,,
905,11/10/24 01:55:47 PM,-0.437,,,,,
906,11/10/24 03:55:47 PM,0.010,,,,,
907,11/10/24 05:55:47 PM,-0.774,,,,,
908,11/10/24 07:55:47 PM,-1.456,,,,,
909,11/10/24 09:55:47 PM,-1.914,,,,,
910,11/10/24 11:55:47 PM,-2.261,,,,,
911,11/11/24 01:55:47 AM,-2.377,,,,,
912,11/11/24 03:55:47 AM,-2.377,,,,,
913,11/11/24 05:55:47 AM,-2.610,,,,,
914,11/11/24 07:55:47 AM,-2.844,,,,,
915,11/11/24 09:55:47 AM,-1.684,,,,,
916,11/11/24 11:55:47 AM,1.439,,,,,
917,11/11/24 01:55:47 PM,2.410,,,,,
918,11/11/24 03:55:47 PM,2.088,,,,,
919,11/11/24 05:55:47 PM,0.674,,,,,
920,11/11/24 07:55:47 PM,-0.662,,,,,
921,11/11/24 09:55:47 PM,-1.001,,,,,
922,11/11/24 11:55:47 PM,-1.341,,,,,
923,11/12/24 01:55:47 AM,-1.914,,,,,
924,11/12/24 03:55:47 AM,-1.914,,,,,
925,11/12/24 05:55:47 AM,-2.261,,,,,
926,11/12/24 07:55:47 AM,-2.727,,,,,
927,11/12/24 09:55:47 AM,-2.261,,,,,
928,11/12/24 11:55:47 AM,1.548,,,,,
929,11/12/24 01:55:47 PM,2.088,,,,,
930,11/12/24 03:55:47 PM,-0.213,,,,,
931,11/12/24 05:55:47 PM,-1.228,,,,,
932,11/12/24 07:55:47 PM,-1.914,,,,,
933,11/12/24 09:55:47 PM,-2.610,,,,,
934,11/12/24 11:55:47 PM,-3.434,,,,,
935,11/13/24 01:55:47 AM,-4.393,,,,,
936,11/13/24 03:55:47 AM,-5.125,,,,,
937,11/13/24 05:55:47 AM,-5.745,,,,,
938,11/13/24 07:55:47 AM,-6.499,,,,,
939,11/13/24 09:55:47 AM,-6.626,,,,,
940,11/13/24 11:55:47 AM,-5.620,,,,,
941,11/13/24 01:55:47 PM,-3.911,,,,,
942,11/13/24 03:55:47 PM,-2.610,,,,,
943,11/13/24 05:55:47 PM,-2.610,,,,,
944,11/13/24 07:55:47 PM,-2.844,,,,,
945,11/13/24 09:55:47 PM,-2.844,,,,,
946,11/13/24 11:55:47 PM,-2.494,,,,,
947,11/14/24 01:55:47 AM,-2.494,,,,,
948,11/14/24 03:55:47 AM,-2.261,,,,,
949,11/14/24 05:55:47 AM,-2.261,,,,,
950,11/14/24 07:55:47 AM,-2.377,,,,,
951,11/14/24 09:55:47 AM,-2.030,,,,,
952,11/14/24 11:55:47 AM,0.121,,,,,
953,11/14/24 01:55:47 PM,1.003,,,,,
954,11/14/24 03:55:47 PM,1.003,,,,,
955,11/14/24 05:55:47 PM,-0.102,,,,,
956,11/14/24 07:55:47 PM,-0.887,,,,,
957,11/14/24 09:55:47 PM,-1.570,,,,,
958,11/14/24 11:55:47 PM,-2.494,,,,,
959,11/15/24 01:55:47 AM,-3.197,,,,,
960,11/15/24 03:55:47 AM,-3.911,,,,,
961,11/15/24 05:55:47 AM,-4.152,,,,,
962,11/15/24 07:55:47 AM,-4.152,,,,,
963,11/15/24 09:55:47 AM,-2.610,,,,,
964,11/15/24 11:55:47 AM,0.563,,,,,
965,11/15/24 01:55:47 PM,2.517,,,,,
966,11/15/24 03:55:47 PM,2.195,,,,,
967,11/15/24 05:55:47 PM,0.674,,,,,
968,11/15/24 07:55:47 PM,-0.662,,,,,
969,11/15/24 09:55:47 PM,-1.001,,,,,
970,11/15/24 11:55:47 PM,-1.684,,,,,
971,11/16/24 01:55:47 AM,-2.261,,,,,
972,11/16/24 03:55:47 AM,-3.197,,,,,
973,11/16/24 05:55:47 AM,-4.031,,,,,
974,11/16/24 07:55:47 AM,-5.003,,,,,
975,11/16/24 09:55:47 AM,-5.125,,,,,
976,11/16/24 11:55:47 AM,-2.261,,,,,
977,11/16/24 01:55:47 PM,0.121,,,,,
978,11/16/24 03:55:47 PM,-0.662,,,,,
979,11/16/24 05:55:47 PM,-2.727,,,,,
980,11/16/24 07:55:47 PM,-4.393,,,,,
981,11/16/24 09:55:47 PM,-5.372,,,,,
982,11/16/24 11:55:47 PM,-5.995,,,,,
983,11/17/24 01:55:47 AM,-6.626,,,,,
984,11/17/24 03:55:47 AM,-7.138,,,,,
985,11/17/24 05:55:47 AM,-7.527,,,,,
986,11/17/24 07:55:47 AM,-7.787,,,,,
987,11/17/24 09:55:47 AM,-7.527,,,,,
988,11/17/24 11:55:47 AM,-4.272,,,,,
989,11/17/24 01:55:47 PM,-2.030,,,,,
990,11/17/24 03:55:47 PM,-1.228,,,,,
991,11/17/24 05:55:47 PM,-2.727,,,,,
992,11/17/24 07:55:47 PM,-4.636,,,,,
993,11/17/24 09:55:47 PM,-5.372,,,,,
994,11/17/24 11:55:47 PM,-5.870,,,,,
995,11/18/24 01:55:47 AM,-5.995,,,,,
996,11/18/24 03:55:47 AM,-6.373,,,,,
997,11/18/24 05:55:47 AM,-6.499,,,,,
998,11/18/24 07:55:47 AM,-6.626,,,,,
999,11/18/24 09:55:47 AM,-6.120,,,,,
1000,11/18/24 11:55:47 AM,-3.316,,,,,
1001,11/18/24 01:55:47 PM,-3.792,,,,,
1002,11/18/24 03:55:47 PM,-3.553,,,,,
1003,11/18/24 05:55:47 PM,-4.514,,,,,
1004,11/18/24 07:55:47 PM,-5.496,,,,,
1005,11/18/24 09:55:47 PM,-6.120,,,,,
1006,11/18/24 11:55:47 PM,-6.882,,,,,
1007,11/19/24 01:55:47 AM,-7.527,,,,,
1008,11/19/24 03:55:47 AM,-8.314,,,,,
1009,11/19/24 05:55:47 AM,-8.982,,,,,
1010,11/19/24 07:55:47 AM,-9.388,,,,,
1011,11/19/24 09:55:47 AM,-9.117,,,,,
1012,11/19/24 11:55:47 AM,-8.580,,,,,
1013,11/19/24 01:55:47 PM,-8.314,,,,,
1014,11/19/24 03:55:47 PM,-8.182,,,,,
1015,11/19/24 05:55:47 PM,-9.252,,,,,
1016,11/19/24 07:55:47 PM,-9.937,,,,,
1017,11/19/24 09:55:47 PM,-10.774,,,,,
1018,11/19/24 11:55:47 PM,-11.487,,,,,
1019,11/20/24 01:55:47 AM,-11.776,,,,,
1020,11/20/24 03:55:47 AM,-12.068,,,,,
1021,11/20/24 05:55:47 AM,-12.068,,,,,
1022,11/20/24 07:55:47 AM,-11.631,,,,,
1023,11/20/24 09:55:47 AM,-10.774,,,,,
1024,11/20/24 11:55:47 AM,-8.182,,,,,
1025,11/20/24 01:55:47 PM,-6.626,,,,,
1026,11/20/24 03:55:47 PM,-5.870,,,,,
1027,11/20/24 05:55:47 PM,-6.246,,,,,
1028,11/20/24 07:55:47 PM,-6.246,,,,,
1029,11/20/24 09:55:47 PM,-5.620,,,,,
1030,11/20/24 11:55:47 PM,-5.496,,,,,
1031,11/21/24 01:55:47 AM,-5.125,,,,,
1032,11/21/24 03:55:47 AM,-4.636,,,,,
1033,11/21/24 05:55:47 AM,-4.636,,,,,
1034,11/21/24 07:55:47 AM,-4.514,,,,,
1035,11/21/24 09:55:47 AM,-4.272,,,,,
1036,11/21/24 11:55:47 AM,-2.727,,,,,
1037,11/21/24 01:55:47 PM,0.453,,,,,
1038,11/21/24 03:55:47 PM,0.453,,,,,
1039,11/21/24 05:55:47 PM,-0.887,,,,,
1040,11/21/24 07:55:47 PM,-1.570,,,,,
1041,11/21/24 09:55:47 PM,-1.914,,,,,
1042,11/21/24 11:55:47 PM,-2.610,,,,,
1043,11/22/24 01:55:47 AM,-2.494,,,,,
1044,11/22/24 03:55:47 AM,-2.844,,,,,
1045,11/22/24 05:55:47 AM,-3.672,,,,,
