"Plot Title: jp.tw.A"
"#","Date Time, GMT-06:00","Temp, °C (LGR S/N: 20578496, SEN S/N: 20578496)","Bad Battery (LGR S/N: 20578496)","Coupler Detached (LGR S/N: 20578496)","Good Battery (LGR S/N: 20578496)","Coupler Attached (LGR S/N: 20578496)","Host Connected (LGR S/N: 20578496)","End Of File (LGR S/N: 20578496)"
505,10/01/24 10:42:02 AM,10.748,,,,,,
506,10/01/24 12:42:02 PM,14.996,,,,,,
507,10/01/24 02:42:02 PM,17.950,,,,,,
508,10/01/24 04:42:02 PM,17.189,,,,,,
509,10/01/24 06:42:02 PM,13.365,,,,,,
510,10/01/24 08:42:02 PM,10.161,,,,,,
511,10/01/24 10:42:02 PM,8.382,,,,,,
512,10/02/24 12:42:02 AM,7.079,,,,,,
513,10/02/24 02:42:02 AM,6.370,,,,,,
514,10/02/24 04:42:02 AM,5.655,,,,,,
515,10/02/24 06:42:02 AM,5.141,,,,,,
516,10/02/24 08:42:02 AM,6.064,,,,,,
517,10/02/24 10:42:02 AM,10.553,,,,,,
518,10/02/24 12:42:02 PM,15.951,,,,,,
519,10/02/24 02:42:02 PM,18.616,,,,,,
520,10/02/24 04:42:02 PM,17.665,,,,,,
521,10/02/24 06:42:02 PM,13.365,,,,,,
522,10/02/24 08:42:02 PM,9.768,,,,,,
523,10/02/24 10:42:02 PM,7.882,,,,,,
524,10/03/24 12:42:02 AM,6.775,,,,,,
525,10/03/24 02:42:02 AM,5.962,,,,,,
526,10/03/24 04:42:02 AM,4.934,,,,,,
527,10/03/24 06:42:02 AM,4.311,,,,,,
528,10/03/24 08:42:02 AM,5.347,,,,,,
529,10/03/24 10:42:02 AM,10.553,,,,,,
530,10/03/24 12:42:02 PM,15.282,,,,,,
531,10/03/24 02:42:02 PM,17.189,,,,,,
532,10/03/24 04:42:02 PM,16.999,,,,,,
533,10/03/24 06:42:02 PM,12.787,,,,,,
534,10/03/24 08:42:02 PM,9.176,,,,,,
535,10/03/24 10:42:02 PM,7.280,,,,,,
536,10/04/24 12:42:02 AM,6.370,,,,,,
537,10/04/24 02:42:02 AM,5.860,,,,,,
538,10/04/24 04:42:02 AM,5.244,,,,,,
539,10/04/24 06:42:02 AM,4.727,,,,,,
540,10/04/24 08:42:02 AM,5.860,,,,,,
541,10/04/24 10:42:02 AM,10.651,,,,,,
542,10/04/24 12:42:02 PM,15.378,,,,,,
543,10/04/24 02:42:02 PM,17.855,,,,,,
544,10/04/24 04:42:02 PM,16.999,,,,,,
545,10/04/24 06:42:02 PM,12.883,,,,,,
546,10/04/24 08:42:02 PM,9.472,,,,,,
547,10/04/24 10:42:02 PM,8.182,,,,,,
548,10/05/24 12:42:02 AM,7.481,,,,,,
549,10/05/24 02:42:02 AM,6.978,,,,,,
550,10/05/24 04:42:02 AM,6.471,,,,,,
551,10/05/24 06:42:02 AM,5.860,,,,,,
552,10/05/24 08:42:02 AM,6.370,,,,,,
553,10/05/24 10:42:02 AM,9.965,,,,,,
554,10/05/24 12:42:02 PM,14.230,,,,,,
555,10/05/24 02:42:02 PM,16.903,,,,,,
556,10/05/24 04:42:02 PM,15.569,,,,,,
557,10/05/24 06:42:02 PM,11.334,,,,,,
558,10/05/24 08:42:02 PM,8.282,,,,,,
559,10/05/24 10:42:02 PM,6.674,,,,,,
560,10/06/24 12:42:02 AM,5.347,,,,,,
561,10/06/24 02:42:02 AM,4.623,,,,,,
562,10/06/24 04:42:02 AM,3.998,,,,,,
563,10/06/24 06:42:02 AM,3.683,,,,,,
564,10/06/24 08:42:02 AM,4.831,,,,,,
565,10/06/24 10:42:02 AM,10.161,,,,,,
566,10/06/24 12:42:02 PM,14.996,,,,,,
567,10/06/24 02:42:02 PM,18.140,,,,,,
568,10/06/24 04:42:02 PM,17.379,,,,,,
569,10/06/24 06:42:02 PM,12.690,,,,,,
570,10/06/24 08:42:02 PM,9.176,,,,,,
571,10/06/24 10:42:02 PM,7.481,,,,,,
572,10/07/24 12:42:02 AM,6.370,,,,,,
573,10/07/24 02:42:02 AM,4.934,,,,,,
574,10/07/24 04:42:02 AM,4.102,,,,,,
575,10/07/24 06:42:02 AM,3.578,,,,,,
576,10/07/24 08:42:02 AM,4.311,,,,,,
577,10/07/24 10:42:02 AM,8.978,,,,,,
578,10/07/24 12:42:02 PM,13.846,,,,,,
579,10/07/24 02:42:02 PM,15.473,,,,,,
580,10/07/24 04:42:02 PM,14.996,,,,,,
581,10/07/24 06:42:02 PM,10.455,,,,,,
582,10/07/24 08:42:02 PM,7.280,,,,,,
583,10/07/24 10:42:02 PM,5.655,,,,,,
584,10/08/24 12:42:02 AM,4.311,,,,,,
585,10/08/24 02:42:02 AM,3.683,,,,,,
586,10/08/24 04:42:02 AM,2.410,,,,,,
587,10/08/24 06:42:02 AM,1.980,,,,,,
588,10/08/24 08:42:02 AM,3.261,,,,,,
589,10/08/24 10:42:02 AM,8.481,,,,,,
590,10/08/24 12:42:02 PM,13.461,,,,,,
591,10/08/24 02:42:02 PM,12.883,,,,,,
592,10/08/24 04:42:02 PM,11.431,,,,,,
593,10/08/24 06:42:02 PM,8.978,,,,,,
594,10/08/24 08:42:02 PM,6.471,,,,,,
595,10/08/24 10:42:02 PM,5.037,,,,,,
596,10/09/24 12:42:02 AM,4.207,,,,,,
597,10/09/24 02:42:02 AM,3.578,,,,,,
598,10/09/24 04:42:02 AM,3.049,,,,,,
599,10/09/24 06:42:02 AM,2.517,,,,,,
600,10/09/24 08:42:02 AM,3.367,,,,,,
601,10/09/24 10:42:02 AM,8.481,,,,,,
602,10/09/24 12:42:02 PM,12.304,,,,,,
603,10/09/24 02:42:02 PM,11.334,,,,,,
604,10/09/24 04:42:02 PM,11.722,,,,,,
605,10/09/24 06:42:02 PM,8.680,,,,,,
606,10/09/24 08:42:02 PM,6.064,,,,,,
607,10/09/24 10:42:02 PM,4.519,,,,,,
608,10/10/24 12:42:02 AM,3.578,,,,,,
609,10/10/24 02:42:02 AM,2.943,,,,,,
610,10/10/24 04:42:02 AM,2.837,,,,,,
611,10/10/24 06:42:02 AM,2.410,,,,,,
612,10/10/24 08:42:02 AM,3.261,,,,,,
613,10/10/24 10:42:02 AM,8.082,,,,,,
614,10/10/24 12:42:02 PM,12.690,,,,,,
615,10/10/24 02:42:02 PM,13.654,,,,,,
616,10/10/24 04:42:02 PM,13.269,,,,,,
617,10/10/24 06:42:02 PM,9.866,,,,,,
618,10/10/24 08:42:02 PM,7.280,,,,,,
619,10/10/24 10:42:02 PM,6.166,,,,,,
620,10/11/24 12:42:02 AM,4.831,,,,,,
621,10/11/24 02:42:02 AM,3.788,,,,,,
622,10/11/24 04:42:02 AM,3.788,,,,,,
623,10/11/24 06:42:02 AM,3.472,,,,,,
624,10/11/24 08:42:02 AM,3.578,,,,,,
625,10/11/24 10:42:02 AM,6.775,,,,,,
626,10/11/24 12:42:02 PM,9.669,,,,,,
627,10/11/24 02:42:02 PM,12.690,,,,,,
628,10/11/24 04:42:02 PM,12.690,,,,,,
629,10/11/24 06:42:02 PM,9.077,,,,,,
630,10/11/24 08:42:02 PM,6.573,,,,,,
631,10/11/24 10:42:02 PM,5.244,,,,,,
632,10/12/24 12:42:02 AM,5.037,,,,,,
633,10/12/24 02:42:02 AM,4.415,,,,,,
634,10/12/24 04:42:02 AM,3.472,,,,,,
635,10/12/24 06:42:02 AM,2.730,,,,,,
636,10/12/24 08:42:02 AM,3.578,,,,,,
637,10/12/24 10:42:02 AM,8.879,,,,,,
638,10/12/24 12:42:02 PM,11.431,,,,,,
639,10/12/24 02:42:02 PM,13.269,,,,,,
640,10/12/24 04:42:02 PM,12.594,,,,,,
641,10/12/24 06:42:02 PM,9.669,,,,,,
642,10/12/24 08:42:02 PM,6.877,,,,,,
643,10/12/24 10:42:02 PM,5.655,,,,,,
644,10/13/24 12:42:02 AM,4.311,,,,,,
645,10/13/24 02:42:02 AM,3.998,,,,,,
646,10/13/24 04:42:02 AM,3.472,,,,,,
647,10/13/24 06:42:02 AM,2.837,,,,,,
648,10/13/24 08:42:02 AM,2.730,,,,,,
649,10/13/24 10:42:02 AM,7.381,,,,,,
650,10/13/24 12:42:02 PM,12.304,,,,,,
651,10/13/24 02:42:02 PM,15.187,,,,,,
652,10/13/24 04:42:02 PM,12.497,,,,,,
653,10/13/24 06:42:02 PM,9.077,,,,,,
654,10/13/24 08:42:02 PM,7.179,,,,,,
655,10/13/24 10:42:02 PM,5.655,,,,,,
656,10/14/24 12:42:02 AM,4.623,,,,,,
657,10/14/24 02:42:02 AM,4.102,,,,,,
658,10/14/24 04:42:02 AM,3.683,,,,,,
659,10/14/24 06:42:02 AM,3.049,,,,,,
660,10/14/24 08:42:02 AM,4.415,,,,,,
661,10/14/24 10:42:02 AM,8.382,,,,,,
662,10/14/24 12:42:02 PM,12.401,,,,,,
663,10/14/24 02:42:02 PM,14.134,,,,,,
664,10/14/24 04:42:02 PM,12.594,,,,,,
665,10/14/24 06:42:02 PM,8.978,,,,,,
666,10/14/24 08:42:02 PM,6.573,,,,,,
667,10/14/24 10:42:02 PM,5.244,,,,,,
668,10/15/24 12:42:02 AM,4.207,,,,,,
669,10/15/24 02:42:02 AM,3.367,,,,,,
670,10/15/24 04:42:02 AM,3.155,,,,,,
671,10/15/24 06:42:02 AM,2.517,,,,,,
672,10/15/24 08:42:02 AM,3.261,,,,,,
673,10/15/24 10:42:02 AM,8.481,,,,,,
674,10/15/24 12:42:02 PM,12.304,,,,,,
675,10/15/24 02:42:02 PM,13.076,,,,,,
676,10/15/24 04:42:02 PM,11.139,,,,,,
677,10/15/24 06:42:02 PM,8.282,,,,,,
678,10/15/24 08:42:02 PM,5.757,,,,,,
679,10/15/24 10:42:02 PM,4.519,,,,,,
680,10/16/24 12:42:02 AM,3.893,,,,,,
681,10/16/24 02:42:02 AM,3.367,,,,,,
682,10/16/24 04:42:02 AM,2.730,,,,,,
683,10/16/24 06:42:02 AM,2.088,,,,,,
684,10/16/24 08:42:02 AM,2.943,,,,,,
685,10/16/24 10:42:02 AM,7.983,,,,,,
686,10/16/24 12:42:02 PM,11.916,,,,,,
687,10/16/24 02:42:02 PM,11.625,,,,,,
688,10/16/24 04:42:02 PM,10.259,,,,,,
689,10/16/24 06:42:02 PM,7.481,,,,,,
690,10/16/24 08:42:02 PM,5.141,,,,,,
691,10/16/24 10:42:02 PM,3.788,,,,,,
692,10/17/24 12:42:02 AM,3.049,,,,,,
693,10/17/24 02:42:02 AM,2.624,,,,,,
694,10/17/24 04:42:02 AM,2.410,,,,,,
695,10/17/24 06:42:02 AM,2.088,,,,,,
696,10/17/24 08:42:02 AM,2.195,,,,,,
697,10/17/24 10:42:02 AM,4.831,,,,,,
698,10/17/24 12:42:02 PM,5.450,,,,,,
699,10/17/24 02:42:02 PM,5.244,,,,,,
700,10/17/24 04:42:02 PM,4.519,,,,,,
701,10/17/24 06:42:02 PM,3.049,,,,,,
702,10/17/24 08:42:02 PM,1.872,,,,,,
703,10/17/24 10:42:02 PM,1.330,,,,,,
704,10/18/24 12:42:02 AM,1.003,,,,,,
705,10/18/24 02:42:02 AM,1.003,,,,,,
706,10/18/24 04:42:02 AM,0.453,,,,,,
707,10/18/24 06:42:02 AM,-0.549,,,,,,
708,10/18/24 08:42:02 AM,0.232,,,,,,
709,10/18/24 10:42:02 AM,3.788,,,,,,
710,10/18/24 12:42:02 PM,5.860,,,,,,
711,10/18/24 02:42:02 PM,7.179,,,,,,
712,10/18/24 04:42:02 PM,3.998,,,,,,
713,10/18/24 06:42:02 PM,3.261,,,,,,
714,10/18/24 08:42:02 PM,2.410,,,,,,
715,10/18/24 10:42:02 PM,1.764,,,,,,
716,10/19/24 12:42:02 AM,1.330,,,,,,
717,10/19/24 02:42:02 AM,0.893,,,,,,
718,10/19/24 04:42:02 AM,0.674,,,,,,
719,10/19/24 06:42:02 AM,0.563,,,,,,
720,10/19/24 08:42:02 AM,0.563,,,,,,
721,10/19/24 10:42:02 AM,1.656,,,,,,
722,10/19/24 12:42:02 PM,4.727,,,,,,
723,10/19/24 02:42:02 PM,10.063,,,,,,
724,10/19/24 04:42:02 PM,9.965,,,,,,
725,10/19/24 06:42:02 PM,5.757,,,,,,
726,10/19/24 08:42:02 PM,3.155,,,,,,
727,10/19/24 10:42:02 PM,2.410,,,,,,
728,10/20/24 12:42:02 AM,2.195,,,,,,
729,10/20/24 02:42:02 AM,1.764,,,,,,
730,10/20/24 04:42:02 AM,1.330,,,,,,
731,10/20/24 06:42:02 AM,1.112,,,,,,
732,10/20/24 08:42:02 AM,1.112,,,,,,
733,10/20/24 10:42:02 AM,3.155,,,,,,
734,10/20/24 12:42:02 PM,8.182,,,,,,
735,10/20/24 02:42:02 PM,11.722,,,,,,
736,10/20/24 04:42:02 PM,10.748,,,,,,
737,10/20/24 06:42:02 PM,6.166,,,,,,
738,10/20/24 08:42:02 PM,4.207,,,,,,
739,10/20/24 10:42:02 PM,3.261,,,,,,
740,10/21/24 12:42:02 AM,2.303,,,,,,
741,10/21/24 02:42:02 AM,1.548,,,,,,
742,10/21/24 04:42:02 AM,1.439,,,,,,
743,10/21/24 06:42:02 AM,1.656,,,,,,
744,10/21/24 08:42:02 AM,1.872,,,,,,
745,10/21/24 10:42:02 AM,1.980,,,,,,
746,10/21/24 12:42:02 PM,1.980,,,,,,
747,10/21/24 02:42:02 PM,1.980,,,,,,
748,10/21/24 04:42:02 PM,1.980,,,,,,
749,10/21/24 06:42:02 PM,1.980,,,,,,
750,10/21/24 08:42:02 PM,1.872,,,,,,
751,10/21/24 10:42:02 PM,1.656,,,,,,
752,10/22/24 12:42:02 AM,1.330,,,,,,
753,10/22/24 02:42:02 AM,1.112,,,,,,
754,10/22/24 04:42:02 AM,0.784,,,,,,
755,10/22/24 06:42:02 AM,0.563,,,,,,
756,10/22/24 08:42:02 AM,0.453,,,,,,
757,10/22/24 10:42:02 AM,0.893,,,,,,
758,10/22/24 12:42:02 PM,1.656,,,,,,
759,10/22/24 02:42:02 PM,4.831,,,,,,
760,10/22/24 04:42:02 PM,5.552,,,,,,
761,10/22/24 06:42:02 PM,2.624,,,,,,
762,10/22/24 08:42:02 PM,1.439,,,,,,
763,10/22/24 10:42:02 PM,0.893,,,,,,
764,10/23/24 12:42:02 AM,0.343,,,,,,
765,10/23/24 02:42:02 AM,0.121,,,,,,
766,10/23/24 04:42:02 AM,-0.325,,,,,,
767,10/23/24 06:42:02 AM,-0.549,,,,,,
768,10/23/24 08:42:02 AM,-0.437,,,,,,
769,10/23/24 10:42:02 AM,1.764,,,,,,
770,10/23/24 12:42:02 PM,6.674,,,,,,
771,10/23/24 02:42:02 PM,10.259,,,,,,
772,10/23/24 04:42:02 PM,9.669,,,,,,
773,10/23/24 06:42:02 PM,5.757,,,,,,
774,10/23/24 08:42:02 PM,3.155,,,,,,
775,10/23/24 10:42:02 PM,1.980,,,,,,
776,10/24/24 12:42:02 AM,1.548,,,,,,
777,10/24/24 02:42:02 AM,1.003,,,,,,
778,10/24/24 04:42:02 AM,0.784,,,,,,
779,10/24/24 06:42:02 AM,0.453,,,,,,
780,10/24/24 08:42:02 AM,0.453,,,,,,
781,10/24/24 10:42:02 AM,1.330,,,,,,
782,10/24/24 12:42:02 PM,5.552,,,,,,
783,10/24/24 02:42:02 PM,6.775,,,,,,
784,10/24/24 04:42:02 PM,6.573,,,,,,
785,10/24/24 06:42:02 PM,2.943,,,,,,
786,10/24/24 08:42:02 PM,1.112,,,,,,
787,10/24/24 10:42:02 PM,0.563,,,,,,
788,10/25/24 12:42:02 AM,0.010,,,,,,
789,10/25/24 02:42:02 AM,-0.437,,,,,,
790,10/25/24 04:42:02 AM,-0.662,,,,,,
791,10/25/24 06:42:02 AM,-1.114,,,,,,
792,10/25/24 08:42:02 AM,-0.887,,,,,,
793,10/25/24 10:42:02 AM,1.221,,,,,,
794,10/25/24 12:42:02 PM,5.037,,,,,,
795,10/25/24 02:42:02 PM,8.481,,,,,,
796,10/25/24 04:42:02 PM,8.082,,,,,,
797,10/25/24 06:42:02 PM,4.519,,,,,,
798,10/25/24 08:42:02 PM,2.195,,,,,,
799,10/25/24 10:42:02 PM,1.439,,,,,,
800,10/26/24 12:42:02 AM,0.674,,,,,,
801,10/26/24 02:42:02 AM,0.232,,,,,,
802,10/26/24 04:42:02 AM,0.010,,,,,,
803,10/26/24 06:42:02 AM,-0.213,,,,,,
804,10/26/24 08:42:02 AM,-0.437,,,,,,
805,10/26/24 10:42:02 AM,2.410,,,,,,
806,10/26/24 12:42:02 PM,7.280,,,,,,
807,10/26/24 02:42:02 PM,10.161,,,,,,
808,10/26/24 04:42:02 PM,9.373,,,,,,
809,10/26/24 06:42:02 PM,5.655,,,,,,
810,10/26/24 08:42:02 PM,3.261,,,,,,
811,10/26/24 10:42:02 PM,1.656,,,,,,
812,10/27/24 12:42:02 AM,0.784,,,,,,
813,10/27/24 02:42:02 AM,0.343,,,,,,
814,10/27/24 04:42:02 AM,0.121,,,,,,
815,10/27/24 06:42:02 AM,-0.213,,,,,,
816,10/27/24 08:42:02 AM,0.343,,,,,,
817,10/27/24 10:42:02 AM,3.261,,,,,,
818,10/27/24 12:42:02 PM,7.682,,,,,,
819,10/27/24 02:42:02 PM,9.768,,,,,,
820,10/27/24 04:42:02 PM,8.481,,,,,,
821,10/27/24 06:42:02 PM,6.064,,,,,,
822,10/27/24 08:42:02 PM,4.207,,,,,,
823,10/27/24 10:42:02 PM,3.261,,,,,,
824,10/28/24 12:42:02 AM,2.624,,,,,,
825,10/28/24 02:42:02 AM,1.980,,,,,,
826,10/28/24 04:42:02 AM,1.548,,,,,,
827,10/28/24 06:42:02 AM,1.112,,,,,,
828,10/28/24 08:42:02 AM,1.112,,,,,,
829,10/28/24 10:42:02 AM,4.102,,,,,,
830,10/28/24 12:42:02 PM,8.382,,,,,,
831,10/28/24 02:42:02 PM,11.334,,,,,,
832,10/28/24 04:42:02 PM,8.680,,,,,,
833,10/28/24 06:42:02 PM,5.655,,,,,,
834,10/28/24 08:42:02 PM,3.788,,,,,,
835,10/28/24 10:42:02 PM,2.303,,,,,,
836,10/29/24 12:42:02 AM,1.548,,,,,,
837,10/29/24 02:42:02 AM,1.548,,,,,,
838,10/29/24 04:42:02 AM,1.439,,,,,,
839,10/29/24 06:42:02 AM,0.784,,,,,,
840,10/29/24 08:42:02 AM,0.784,,,,,,
841,10/29/24 10:42:02 AM,1.872,,,,,,
842,10/29/24 12:42:02 PM,1.980,,,,,,
843,10/29/24 02:42:02 PM,1.764,,,,,,
844,10/29/24 04:42:02 PM,1.656,,,,,,
845,10/29/24 06:42:02 PM,1.439,,,,,,
846,10/29/24 08:42:02 PM,0.674,,,,,,
847,10/29/24 10:42:02 PM,0.121,,,,,,
848,10/30/24 12:42:02 AM,-0.213,,,,,,
849,10/30/24 02:42:02 AM,-0.437,,,,,,
850,10/30/24 04:42:02 AM,-0.662,,,,,,
851,10/30/24 06:42:02 AM,-1.114,,,,,,
852,10/30/24 08:42:02 AM,-1.228,,,,,,
853,10/30/24 10:42:02 AM,-0.774,,,,,,
854,10/30/24 12:42:02 PM,-0.213,,,,,,
855,10/30/24 02:42:02 PM,0.010,,,,,,
856,10/30/24 04:42:02 PM,-0.213,,,,,,
857,10/30/24 06:42:02 PM,-0.213,,,,,,
858,10/30/24 08:42:02 PM,-0.213,,,,,,
859,10/30/24 10:42:02 PM,-0.213,,,,,,
860,10/31/24 12:42:02 AM,-0.549,,,,,,
861,10/31/24 02:42:02 AM,-0.774,,,,,,
862,10/31/24 04:42:02 AM,-1.001,,,,,,
863,10/31/24 06:42:02 AM,-1.341,,,,,,
864,10/31/24 08:42:02 AM,-1.684,,,,,,
865,10/31/24 10:42:02 AM,-1.228,,,,,,
866,10/31/24 12:42:02 PM,-0.549,,,,,,
867,10/31/24 02:42:02 PM,-0.102,,,,,,
868,10/31/24 04:42:02 PM,-0.102,,,,,,
869,10/31/24 06:42:02 PM,-0.549,,,,,,
870,10/31/24 08:42:02 PM,-0.887,,,,,,
871,10/31/24 10:42:02 PM,-1.456,,,,,,
872,11/01/24 12:42:02 AM,-1.914,,,,,,
873,11/01/24 02:42:02 AM,-2.261,,,,,,
874,11/01/24 04:42:02 AM,-2.610,,,,,,
875,11/01/24 06:42:02 AM,-2.962,,,,,,
876,11/01/24 08:42:02 AM,-3.079,,,,,,
877,11/01/24 10:42:02 AM,-2.145,,,,,,
878,11/01/24 12:42:02 PM,-0.662,,,,,,
879,11/01/24 02:42:02 PM,0.784,,,,,,
880,11/01/24 04:42:02 PM,1.112,,,,,,
881,11/01/24 06:42:02 PM,-0.549,,,,,,
882,11/01/24 08:42:02 PM,-0.774,,,,,,
883,11/01/24 10:42:02 PM,-1.114,,,,,,
884,11/02/24 12:42:02 AM,-1.684,,,,,,
885,11/02/24 02:42:02 AM,-2.145,,,,,,
886,11/02/24 04:42:02 AM,-2.610,,,,,,
887,11/02/24 06:42:02 AM,-2.962,,,,,,
888,11/02/24 08:42:02 AM,-2.962,,,,,,
889,11/02/24 10:42:02 AM,-0.437,,,,,,
890,11/02/24 12:42:02 PM,1.548,,,,,,
891,11/02/24 02:42:02 PM,3.049,,,,,,
892,11/02/24 04:42:02 PM,3.683,,,,,,
893,11/02/24 06:42:02 PM,0.893,,,,,,
894,11/02/24 08:42:02 PM,-0.102,,,,,,
895,11/02/24 10:42:02 PM,-0.549,,,,,,
896,11/03/24 12:42:02 AM,-1.456,,,,,,
897,11/03/24 02:42:02 AM,-2.261,,,,,,
898,11/03/24 04:42:02 AM,-2.962,,,,,,
899,11/03/24 06:42:02 AM,-2.962,,,,,,
900,11/03/24 08:42:02 AM,-3.079,,,,,,
901,11/03/24 10:42:02 AM,-1.228,,,,,,
902,11/03/24 12:42:02 PM,0.232,,,,,,
903,11/03/24 02:42:02 PM,0.453,,,,,,
904,11/03/24 04:42:02 PM,-0.213,,,,,,
905,11/03/24 06:42:02 PM,-0.213,,,,,,
906,11/03/24 08:42:02 PM,-0.213,,,,,,
907,11/03/24 10:42:02 PM,-0.213,,,,,,
908,11/04/24 12:42:02 AM,-0.213,,,,,,
909,11/04/24 02:42:02 AM,-0.213,,,,,,
910,11/04/24 04:42:02 AM,-0.213,,,,,,
911,11/04/24 06:42:02 AM,-0.213,,,,,,
912,11/04/24 08:42:02 AM,-0.213,,,,,,
913,11/04/24 10:42:02 AM,-0.102,,,,,,
914,11/04/24 12:42:02 PM,-0.102,,,,,,
915,11/04/24 02:42:02 PM,0.010,,,,,,
916,11/04/24 04:42:02 PM,0.010,,,,,,
917,11/04/24 06:42:02 PM,0.010,,,,,,
918,11/04/24 08:42:02 PM,0.010,,,,,,
919,11/04/24 10:42:02 PM,0.010,,,,,,
920,11/05/24 12:42:02 AM,0.010,,,,,,
921,11/05/24 02:42:02 AM,-0.325,,,,,,
922,11/05/24 04:42:02 AM,-0.774,,,,,,
923,11/05/24 06:42:02 AM,-1.570,,,,,,
924,11/05/24 08:42:02 AM,-2.261,,,,,,
925,11/05/24 10:42:02 AM,-1.914,,,,,,
926,11/05/24 12:42:02 PM,-2.261,,,,,,
927,11/05/24 02:42:02 PM,-2.030,,,,,,
928,11/05/24 04:42:02 PM,-2.030,,,,,,
929,11/05/24 06:42:02 PM,-1.799,,,,,,
930,11/05/24 08:42:02 PM,-1.684,,,,,,
931,11/05/24 10:42:02 PM,-1.684,,,,,,
932,11/06/24 12:42:02 AM,-1.799,,,,,,
933,11/06/24 02:42:02 AM,-1.914,,,,,,
934,11/06/24 04:42:02 AM,-1.914,,,,,,
935,11/06/24 06:42:02 AM,-1.914,,,,,,
936,11/06/24 08:42:02 AM,-2.030,,,,,,
937,11/06/24 10:42:02 AM,-1.914,,,,,,
938,11/06/24 12:42:02 PM,-1.799,,,,,,
939,11/06/24 02:42:02 PM,-1.570,,,,,,
940,11/06/24 04:42:02 PM,-1.341,,,,,,
941,11/06/24 06:42:02 PM,-1.341,,,,,,
942,11/06/24 08:42:02 PM,-1.341,,,,,,
943,11/06/24 10:42:02 PM,-1.341,,,,,,
944,11/07/24 12:42:02 AM,-1.341,,,,,,
945,11/07/24 02:42:02 AM,-1.341,,,,,,
946,11/07/24 04:42:02 AM,-1.341,,,,,,
947,11/07/24 06:42:02 AM,-1.341,,,,,,
948,11/07/24 08:42:02 AM,-1.228,,,,,,
949,11/07/24 10:42:02 AM,-1.228,,,,,,
950,11/07/24 12:42:02 PM,-1.114,,,,,,
951,11/07/24 02:42:02 PM,-1.001,,,,,,
952,11/07/24 04:42:02 PM,-0.887,,,,,,
953,11/07/24 06:42:02 PM,-0.887,,,,,,
954,11/07/24 08:42:02 PM,-0.774,,,,,,
955,11/07/24 10:42:02 PM,-0.774,,,,,,
956,11/08/24 12:42:02 AM,-0.662,,,,,,
957,11/08/24 02:42:02 AM,-0.662,,,,,,
958,11/08/24 04:42:02 AM,-0.662,,,,,,
959,11/08/24 06:42:02 AM,-0.662,,,,,,
960,11/08/24 08:42:02 AM,-0.662,,,,,,
961,11/08/24 10:42:02 AM,-0.662,,,,,,
962,11/08/24 12:42:02 PM,-0.549,,,,,,
963,11/08/24 02:42:02 PM,-0.549,,,,,,
964,11/08/24 04:42:02 PM,-0.549,,,,,,
965,11/08/24 06:42:02 PM,-0.549,,,,,,
966,11/08/24 08:42:02 PM,-0.437,,,,,,
967,11/08/24 10:42:02 PM,-0.437,,,,,,
968,11/09/24 12:42:02 AM,-0.437,,,,,,
969,11/09/24 02:42:02 AM,-0.437,,,,,,
970,11/09/24 04:42:02 AM,-0.437,,,,,,
971,11/09/24 06:42:02 AM,-0.437,,,,,,
972,11/09/24 08:42:02 AM,-0.437,,,,,,
973,11/09/24 10:42:02 AM,-0.437,,,,,,
974,11/09/24 12:42:02 PM,-0.325,,,,,,
975,11/09/24 02:42:02 PM,-0.325,,,,,,
976,11/09/24 04:42:02 PM,-0.325,,,,,,
977,11/09/24 06:42:02 PM,-0.325,,,,,,
978,11/09/24 08:42:02 PM,-0.325,,,,,,
979,11/09/24 10:42:02 PM,-0.325,,,,,,
980,11/10/24 12:42:02 AM,-0.325,,,,,,
981,11/10/24 02:42:02 AM,-0.325,,,,,,
982,11/10/24 04:42:02 AM,-0.325,,,,,,
983,11/10/24 06:42:02 AM,-0.325,,,,,,
984,11/10/24 08:42:02 AM,-0.325,,,,,,
985,11/10/24 10:42:02 AM,-0.325,,,,,,
986,11/10/24 12:42:02 PM,-0.325,,,,,,
987,11/10/24 02:42:02 PM,-0.213,,,,,,
988,11/10/24 04:42:02 PM,-0.213,,,,,,
989,11/10/24 06:42:02 PM,-0.213,,,,,,
990,11/10/24 08:42:02 PM,-0.213,,,,,,
991,11/10/24 10:42:02 PM,-0.213,,,,,,
992,11/11/24 12:42:02 AM,-0.213,,,,,,
993,11/11/24 02:42:02 AM,-0.213,,,,,,
994,11/11/24 04:42:02 AM,-0.325,,,,,,
995,11/11/24 06:42:02 AM,-0.213,,,,,,
996,11/11/24 08:42:02 AM,-0.325,,,,,,
997,11/11/24 10:42:02 AM,-0.213,,,,,,
998,11/11/24 12:42:02 PM,-0.213,,,,,,
999,11/11/24 02:42:02 PM,-0.213,,,,,,
1000,11/11/24 04:42:02 PM,-0.102,,,,,,
1001,11/11/24 06:42:02 PM,-0.102,,,,,,
1002,11/11/24 08:42:02 PM,-0.102,,,,,,
1003,11/11/24 10:42:02 PM,-0.102,,,,,,
1004,11/12/24 12:42:02 AM,-0.102,,,,,,
1005,11/12/24 02:42:02 AM,-0.213,,,,,,
1006,11/12/24 04:42:02 AM,-0.213,,,,,,
1007,11/12/24 06:42:02 AM,-0.213,,,,,,
1008,11/12/24 08:42:02 AM,-0.325,,,,,,
1009,11/12/24 10:42:02 AM,-0.437,,,,,,
